date,store_id,zone,labor_hours,wage_cost,total_revenue,total_cost,profit,rev_per_hour,profit_per_hour,labor_cost_pct,staffing_action
2024-01-03,S1,Checkout,20,380,24299.7,17245.11,7054.59,1214.9850000000001,352.72950000000003,1.5638053144689028,Optimal
2024-01-03,S1,Floor,29,609,24299.7,17245.11,7054.59,837.9206896551724,243.26172413793103,2.5062037802935837,Optimal
2024-01-03,S1,Warehouse,8,192,24299.7,17245.11,7054.59,3037.4625,881.82375,0.7901332115211299,Optimal
2024-01-03,S2,Checkout,13,260,24100.64,17286.28,6814.360000000001,1853.8953846153845,524.1815384615385,1.0788095253901973,Optimal
2024-01-03,S2,Floor,27,405,24100.64,17286.28,6814.360000000001,892.6162962962962,252.38370370370373,1.6804532991654995,Optimal
2024-01-03,S2,Warehouse,21,483,24100.64,17286.28,6814.360000000001,1147.6495238095238,324.49333333333334,2.0040961567825586,Optimal
2024-01-03,S3,Checkout,27,540,33030.47,24279.38,8751.09,1223.3507407407408,324.1144444444445,1.6348541210585255,Optimal
2024-01-03,S3,Floor,10,240,33030.47,24279.38,8751.09,3303.047,875.109,0.726601831581567,Optimal
2024-01-03,S3,Warehouse,32,512,33030.47,24279.38,8751.09,1032.2021875,273.4715625,1.5500839073740094,Optimal
2024-01-03,S4,Checkout,29,696,23885.66,16417.9,7467.759999999998,823.643448275862,257.50896551724134,2.913882220545717,Optimal
2024-01-03,S4,Floor,10,170,23885.66,16417.9,7467.759999999998,2388.566,746.7759999999998,0.711724105593063,Optimal
2024-01-03,S4,Warehouse,8,120,23885.66,16417.9,7467.759999999998,2985.7075,933.4699999999998,0.5023934863009856,Optimal
2024-01-03,S5,Checkout,17,323,37103.52,25565.78,11537.739999999998,2182.56,678.690588235294,0.8705373506341177,Optimal
2024-01-03,S5,Floor,28,588,37103.52,25565.78,11537.739999999998,1325.1257142857141,412.06214285714276,1.584755300844772,Optimal
2024-01-03,S5,Warehouse,34,612,37103.52,25565.78,11537.739999999998,1091.28,339.345294117647,1.6494391906751706,Optimal
2024-01-04,S1,Checkout,25,425,18253.559999999998,13049.48,5204.079999999998,730.1424,208.16319999999993,2.328312942790338,Optimal
2024-01-04,S1,Floor,15,240,18253.559999999998,13049.48,5204.079999999998,1216.9039999999998,346.93866666666656,1.314812014752191,Optimal
2024-01-04,S1,Warehouse,20,460,18253.559999999998,13049.48,5204.079999999998,912.6779999999999,260.2039999999999,2.520056361608366,Optimal
2024-01-04,S2,Checkout,38,912,26894.4,19042.64,7851.760000000002,707.7473684210527,206.62526315789478,3.391040514010352,Optimal
2024-01-04,S2,Floor,29,667,26894.4,19042.64,7851.760000000002,927.393103448276,270.7503448275863,2.480070200487834,Optimal
2024-01-04,S2,Warehouse,25,550,26894.4,19042.64,7851.760000000002,1075.776,314.07040000000006,2.045035397703611,Optimal
2024-01-04,S3,Checkout,30,540,19440.06,13720.45,5719.610000000001,648.0020000000001,190.65366666666668,2.7777692044160354,Optimal
2024-01-04,S3,Floor,30,690,19440.06,13720.45,5719.610000000001,648.0020000000001,190.65366666666668,3.5493717611982674,Optimal
2024-01-04,S3,Warehouse,17,272,19440.06,13720.45,5719.610000000001,1143.5329411764706,336.4476470588236,1.3991726362984476,Optimal
2024-01-04,S4,Checkout,19,323,19447.97,13929.28,5518.6900000000005,1023.5773684210527,290.45736842105265,1.6608417228122008,Optimal
2024-01-04,S4,Floor,26,572,19447.97,13929.28,5518.6900000000005,747.9988461538462,212.2573076923077,2.9411810075807394,Optimal
2024-01-04,S4,Warehouse,31,682,19447.97,13929.28,5518.6900000000005,627.353870967742,178.02225806451614,3.5067927398078047,Optimal
2024-01-04,S5,Checkout,32,672,21782.63,15103.99,6678.640000000001,680.7071875,208.70750000000004,3.0850269228279594,Optimal
2024-01-04,S5,Floor,22,330,21782.63,15103.99,6678.640000000001,990.1195454545455,303.5745454545455,1.5149685781744444,Optimal
2024-01-04,S5,Warehouse,26,442,21782.63,15103.99,6678.640000000001,837.7934615384615,256.87076923076927,2.0291397319791042,Optimal
2024-01-05,S1,Checkout,9,171,26170.95,18744.52,7426.43,2907.883333333333,825.1588888888889,0.653396227496518,Optimal
2024-01-05,S1,Floor,33,561,26170.95,18744.52,7426.43,793.059090909091,225.04333333333335,2.143598149856998,Optimal
2024-01-05,S1,Warehouse,20,440,26170.95,18744.52,7426.43,1308.5475000000001,371.3215,1.6812534508682337,Optimal
2024-01-05,S2,Checkout,13,286,34063.96,24686.02,9377.939999999999,2620.3046153846153,721.3799999999999,0.8395970403910762,Optimal
2024-01-05,S2,Floor,9,216,34063.96,24686.02,9377.939999999999,3784.8844444444444,1041.993333333333,0.6341012612743792,Optimal
2024-01-05,S2,Warehouse,37,629,34063.96,24686.02,9377.939999999999,920.6475675675675,253.45783783783781,1.8465263580628912,Optimal
2024-01-05,S3,Checkout,23,552,20612.49,14933.720000000001,5678.77,896.1952173913044,246.90304347826088,2.677987957786759,Optimal
2024-01-05,S3,Floor,16,320,20612.49,14933.720000000001,5678.77,1288.280625,354.923125,1.552456787122759,Optimal
2024-01-05,S3,Warehouse,37,555,20612.49,14933.720000000001,5678.77,557.0943243243244,153.4802702702703,2.692542240166035,Optimal
2024-01-05,S4,Checkout,35,665,26120.43,19259.47,6860.959999999999,746.298,196.02742857142854,2.5458998952161203,Optimal
2024-01-05,S4,Floor,13,260,26120.43,19259.47,6860.959999999999,2009.263846153846,527.7661538461538,0.995389432716077,Optimal
2024-01-05,S4,Warehouse,36,720,26120.43,19259.47,6860.959999999999,725.5675,190.58222222222219,2.756463044444521,Optimal
2024-01-05,S5,Checkout,22,462,20264.41,14356.35,5908.0599999999995,921.1095454545455,268.5481818181818,2.2798591224713673,Optimal
2024-01-05,S5,Floor,20,480,20264.41,14356.35,5908.0599999999995,1013.2205,295.40299999999996,2.3686848025676546,Optimal
2024-01-05,S5,Warehouse,27,621,20264.41,14356.35,5908.0599999999995,750.5337037037037,218.817037037037,3.064485963321903,Optimal
2024-01-06,S1,Checkout,9,180,16500.46,12120.0,4380.459999999999,1833.3844444444444,486.71777777777766,1.0908786785338105,Optimal
2024-01-06,S1,Floor,29,551,16500.46,12120.0,4380.459999999999,568.9813793103448,151.05034482758617,3.3393008437340534,Optimal
2024-01-06,S1,Warehouse,9,180,16500.46,12120.0,4380.459999999999,1833.3844444444444,486.71777777777766,1.0908786785338105,Optimal
2024-01-06,S2,Checkout,37,629,25725.39,18542.5,7182.889999999999,695.2808108108107,194.13216216216216,2.4450552547502684,Optimal
2024-01-06,S2,Floor,8,136,25725.39,18542.5,7182.889999999999,3215.67375,897.8612499999999,0.5286605956216796,Optimal
2024-01-06,S2,Warehouse,36,576,25725.39,18542.5,7182.889999999999,714.5941666666666,199.5247222222222,2.23903311086829,Optimal
2024-01-06,S3,Checkout,25,450,14172.45,9998.85,4173.6,566.898,166.94400000000002,3.1751743699924853,Optimal
2024-01-06,S3,Floor,38,874,14172.45,9998.85,4173.6,372.9592105263158,109.83157894736843,6.16689422082985,Optimal
2024-01-06,S3,Warehouse,34,816,14172.45,9998.85,4173.6,416.8367647058824,122.7529411764706,5.75764952425304,Optimal
2024-01-06,S4,Checkout,25,525,19229.78,13623.04,5606.739999999998,769.1912,224.2695999999999,2.7301404384241525,Optimal
2024-01-06,S4,Floor,25,475,19229.78,13623.04,5606.739999999998,769.1912,224.2695999999999,2.4701270633361383,Optimal
2024-01-06,S4,Warehouse,10,150,19229.78,13623.04,5606.739999999998,1922.9779999999998,560.6739999999998,0.7800401252640436,Optimal
2024-01-06,S5,Checkout,31,527,31859.36,22426.22,9433.14,1027.7212903225807,304.2948387096774,1.6541449671305386,Optimal
2024-01-06,S5,Floor,26,442,31859.36,22426.22,9433.14,1225.3600000000001,362.8130769230769,1.3873473917869035,Optimal
2024-01-06,S5,Warehouse,24,456,31859.36,22426.22,9433.14,1327.4733333333334,393.04749999999996,1.4312905218435021,Optimal
2024-01-07,S1,Checkout,18,324,20444.95,14894.26,5550.6900000000005,1135.8305555555555,308.37166666666667,1.5847434207469326,Optimal
2024-01-07,S1,Floor,18,396,20444.95,14894.26,5550.6900000000005,1135.8305555555555,308.37166666666667,1.9369086253573622,Optimal
2024-01-07,S1,Warehouse,12,180,20444.95,14894.26,5550.6900000000005,1703.7458333333334,462.55750000000006,0.8804130115260737,Optimal
2024-01-07,S2,Checkout,39,936,19719.56,14263.67,5455.890000000001,505.6297435897436,139.8946153846154,4.746556211193353,Optimal
2024-01-07,S2,Floor,22,506,19719.56,14263.67,5455.890000000001,896.3436363636364,247.99500000000006,2.5659801739998254,Optimal
2024-01-07,S2,Warehouse,21,399,19719.56,14263.67,5455.890000000001,939.0266666666668,259.80428571428575,2.0233717182330637,Optimal
2024-01-07,S3,Checkout,17,340,30093.66,21120.48,8973.18,1770.215294117647,527.8341176470589,1.1298060787554587,Optimal
2024-01-07,S3,Floor,27,594,30093.66,21120.48,8973.18,1114.58,332.34000000000003,1.9738376787668896,Optimal
2024-01-07,S3,Warehouse,18,396,30093.66,21120.48,8973.18,1671.87,498.51,1.315891785844593,Optimal
2024-01-07,S4,Checkout,19,437,20251.97,14611.48,5640.490000000002,1065.893157894737,296.8678947368422,2.157814770612439,Optimal
2024-01-07,S4,Floor,19,323,20251.97,14611.48,5640.490000000002,1065.893157894737,296.8678947368422,1.5949065695831073,Optimal
2024-01-07,S4,Warehouse,29,464,20251.97,14611.48,5640.490000000002,698.3437931034483,194.49965517241384,2.291135134014123,Optimal
2024-01-07,S5,Checkout,22,374,24938.91,17391.34,7547.57,1133.5868181818182,343.0713636363636,1.4996645803685886,Optimal
2024-01-07,S5,Floor,39,585,24938.91,17391.34,7547.57,639.4592307692308,193.52743589743588,2.3457320307904395,Optimal
2024-01-07,S5,Warehouse,26,598,24938.91,17391.34,7547.57,959.1888461538462,290.29115384615386,2.3978594092524492,Optimal
2024-01-08,S1,Checkout,39,663,21905.53,15372.76,6532.769999999999,561.6802564102563,167.50692307692304,3.026633000890643,Optimal
2024-01-08,S1,Floor,35,630,21905.53,15372.76,6532.769999999999,625.8722857142857,186.6505714285714,2.8759861094435974,Optimal
2024-01-08,S1,Warehouse,27,648,21905.53,15372.76,6532.769999999999,811.3159259259259,241.9544444444444,2.9581571411419856,Optimal
2024-01-08,S2,Checkout,32,544,18241.64,13692.64,4549.0,570.05125,142.15625,2.982188005025864,Optimal
2024-01-08,S2,Floor,33,660,18241.64,13692.64,4549.0,552.7769696969697,137.84848484848484,3.6180957413916732,Optimal
2024-01-08,S2,Warehouse,30,720,18241.64,13692.64,4549.0,608.0546666666667,151.63333333333333,3.9470135360636434,Optimal
2024-01-08,S3,Checkout,18,270,23438.75,17130.96,6307.790000000001,1302.1527777777778,350.4327777777778,1.1519385632766252,Optimal
2024-01-08,S3,Floor,19,285,23438.75,17130.96,6307.790000000001,1233.6184210526317,331.9889473684211,1.2159351501253266,Optimal
2024-01-08,S3,Warehouse,10,200,23438.75,17130.96,6307.790000000001,2343.875,630.7790000000001,0.853287824649352,Optimal
2024-01-08,S4,Checkout,12,252,17430.21,12288.9,5141.3099999999995,1452.5175,428.44249999999994,1.4457657136661004,Optimal
2024-01-08,S4,Floor,12,240,17430.21,12288.9,5141.3099999999995,1452.5175,428.44249999999994,1.376919727301048,Optimal
2024-01-08,S4,Warehouse,18,396,17430.21,12288.9,5141.3099999999995,968.3449999999999,285.62833333333333,2.2719175500467292,Optimal
2024-01-08,S5,Checkout,14,336,36842.25,26865.41,9976.84,2631.589285714286,712.6314285714286,0.9119964171569326,Optimal
2024-01-08,S5,Floor,27,486,36842.25,26865.41,9976.84,1364.5277777777778,369.5125925925926,1.3191376748162775,Optimal
2024-01-08,S5,Warehouse,25,400,36842.25,26865.41,9976.84,1473.69,399.0736,1.0857100204249197,Optimal
2024-01-09,S1,Checkout,17,255,25322.9,18028.67,7294.230000000003,1489.5823529411766,429.07235294117663,1.0069936697613622,Optimal
2024-01-09,S1,Floor,32,704,25322.9,18028.67,7294.230000000003,791.340625,227.9446875000001,2.780092327498035,Optimal
2024-01-09,S1,Warehouse,12,180,25322.9,18028.67,7294.230000000003,2110.241666666667,607.8525000000003,0.7108190610080204,Optimal
2024-01-09,S2,Checkout,17,357,22501.7,16229.21,6272.490000000002,1323.629411764706,368.9700000000001,1.5865467942422127,Optimal
2024-01-09,S2,Floor,29,696,22501.7,16229.21,6272.490000000002,775.9206896551724,216.2927586206897,3.093099632472213,Optimal
2024-01-09,S2,Warehouse,15,345,22501.7,16229.21,6272.490000000002,1500.1133333333335,418.1660000000001,1.5332174902340712,Optimal
2024-01-09,S3,Checkout,12,264,26729.41,19056.17,7673.240000000002,2227.4508333333333,639.4366666666668,0.9876761215455186,Optimal
2024-01-09,S3,Floor,36,828,26729.41,19056.17,7673.240000000002,742.4836111111111,213.1455555555556,3.097711472120036,Optimal
2024-01-09,S3,Warehouse,28,504,26729.41,19056.17,7673.240000000002,954.6217857142857,274.04428571428576,1.8855635047687174,Optimal
2024-01-09,S4,Checkout,28,672,25455.52,18092.39,7363.130000000001,909.1257142857143,262.9689285714286,2.6398989295838384,Optimal
2024-01-09,S4,Floor,29,493,25455.52,18092.39,7363.130000000001,877.7765517241379,253.90103448275866,1.9367115659000484,Optimal
2024-01-09,S4,Warehouse,14,294,25455.52,18092.39,7363.130000000001,1818.2514285714285,525.9378571428572,1.1549557816929295,Optimal
2024-01-09,S5,Checkout,24,504,18177.7,12613.95,5563.75,757.4041666666667,231.82291666666666,2.772628000242055,Optimal
2024-01-09,S5,Floor,16,240,18177.7,12613.95,5563.75,1136.10625,347.734375,1.3202990477343117,Optimal
2024-01-09,S5,Warehouse,32,672,18177.7,12613.95,5563.75,568.053125,173.8671875,3.696837333656073,Optimal
2024-01-10,S1,Checkout,36,720,16884.39,12139.18,4745.209999999999,469.0108333333333,131.81138888888887,4.26429382405879,Optimal
2024-01-10,S1,Floor,19,399,16884.39,12139.18,4745.209999999999,888.6521052631579,249.74789473684206,2.363129494165913,Optimal
2024-01-10,S1,Warehouse,34,782,16884.39,12139.18,4745.209999999999,496.5997058823529,139.56499999999997,4.631496903352742,Optimal
2024-01-10,S2,Checkout,16,368,25570.66,18411.07,7159.59,1598.16625,447.474375,1.4391494001328085,Optimal
2024-01-10,S2,Floor,38,836,25570.66,18411.07,7159.59,672.9121052631579,188.41026315789475,3.2693720068234455,Optimal
2024-01-10,S2,Warehouse,24,432,25570.66,18411.07,7159.59,1065.4441666666667,298.31625,1.6894362523298185,Optimal
2024-01-10,S3,Checkout,28,448,28676.37,20518.41,8157.959999999999,1024.1560714285713,291.35571428571427,1.562261890190425,Optimal
2024-01-10,S3,Floor,9,144,28676.37,20518.41,8157.959999999999,3186.2633333333333,906.4399999999999,0.502155607561208,Optimal
2024-01-10,S3,Warehouse,15,300,28676.37,20518.41,8157.959999999999,1911.758,543.8639999999999,1.046157515752517,Optimal
2024-01-10,S4,Checkout,37,814,22673.8,15795.3,6878.5,612.8054054054054,185.90540540540542,3.5900466617858497,Optimal
2024-01-10,S4,Floor,39,780,22673.8,15795.3,6878.5,581.3794871794871,176.37179487179486,3.440093852816908,Optimal
2024-01-10,S4,Warehouse,28,448,22673.8,15795.3,6878.5,809.7785714285714,245.66071428571428,1.9758487770025317,Optimal
2024-01-10,S5,Checkout,21,441,22219.11,15717.85,6501.26,1058.0528571428572,309.5838095238095,1.98477796815444,Optimal
2024-01-10,S5,Floor,12,252,22219.11,15717.85,6501.26,1851.5925,541.7716666666666,1.1341588389453943,Optimal
2024-01-10,S5,Warehouse,32,768,22219.11,15717.85,6501.26,694.3471875,203.164375,3.4564840805954873,Optimal
2024-01-11,S1,Checkout,11,264,25517.6,18564.46,6953.139999999999,2319.781818181818,632.1036363636363,1.0345800545505848,Optimal
2024-01-11,S1,Floor,36,828,25517.6,18564.46,6953.139999999999,708.8222222222222,193.14277777777775,3.2448192619995613,Optimal
2024-01-11,S1,Warehouse,34,510,25517.6,18564.46,6953.139999999999,750.5176470588235,204.50411764705882,1.998620559927266,Optimal
2024-01-11,S2,Checkout,12,240,23539.48,16730.09,6809.389999999999,1961.6233333333332,567.4491666666667,1.0195637286804975,Optimal
2024-01-11,S2,Floor,12,288,23539.48,16730.09,6809.389999999999,1961.6233333333332,567.4491666666667,1.2234764744165971,Optimal
2024-01-11,S2,Warehouse,37,592,23539.48,16730.09,6809.389999999999,636.2021621621622,184.03756756756755,2.514923864078561,Optimal
2024-01-11,S3,Checkout,24,480,24749.31,18184.43,6564.880000000001,1031.22125,273.5366666666667,1.93944800885358,Optimal
2024-01-11,S3,Floor,35,595,24749.31,18184.43,6564.880000000001,707.1231428571429,187.56800000000004,2.4041074276414167,Optimal
2024-01-11,S3,Warehouse,38,684,24749.31,18184.43,6564.880000000001,651.2976315789474,172.76000000000002,2.7637134126163514,Optimal
2024-01-11,S4,Checkout,11,176,30425.68,21449.6,8976.080000000002,2765.970909090909,816.0072727272728,0.5784587230260753,Optimal
2024-01-11,S4,Floor,32,704,30425.68,21449.6,8976.080000000002,950.8025,280.50250000000005,2.313834892104301,Optimal
2024-01-11,S4,Warehouse,22,330,30425.68,21449.6,8976.080000000002,1382.9854545454546,408.0036363636364,1.0846101056738913,Optimal
2024-01-11,S5,Checkout,18,432,24184.09,17893.77,6290.32,1343.5605555555555,349.4622222222222,1.7862983473845824,Optimal
2024-01-11,S5,Floor,34,748,24184.09,17893.77,6290.32,711.2967647058823,185.00941176470587,3.0929425088973783,Optimal
2024-01-11,S5,Warehouse,18,324,24184.09,17893.77,6290.32,1343.5605555555555,349.4622222222222,1.3397237605384367,Optimal
2024-01-12,S1,Checkout,11,187,20509.239999999998,14656.76,5852.479999999998,1864.4763636363634,532.0436363636362,0.9117841519237184,Optimal
2024-01-12,S1,Floor,21,336,20509.239999999998,14656.76,5852.479999999998,976.6304761904761,278.6895238095237,1.6382859628148096,Optimal
2024-01-12,S1,Warehouse,24,552,20509.239999999998,14656.76,5852.479999999998,854.5516666666666,243.85333333333324,2.691469796052901,Optimal
2024-01-12,S2,Checkout,28,420,22358.3,15751.95,6606.3499999999985,798.5107142857142,235.94107142857138,1.8784970234767402,Optimal
2024-01-12,S2,Floor,38,912,22358.3,15751.95,6606.3499999999985,588.3763157894737,173.85131578947366,4.079022108120921,Optimal
2024-01-12,S2,Warehouse,10,230,22358.3,15751.95,6606.3499999999985,2235.83,660.6349999999999,1.0287007509515482,Optimal
2024-01-12,S3,Checkout,12,252,30634.03,21668.87,8965.16,2552.835833333333,747.0966666666667,0.8226145890697373,Optimal
2024-01-12,S3,Floor,38,608,30634.03,21668.87,8965.16,806.1586842105263,235.92526315789473,1.9847209133111121,Optimal
2024-01-12,S3,Warehouse,13,312,30634.03,21668.87,8965.16,2356.463846153846,689.6276923076923,1.0184752055149127,Optimal
2024-01-12,S4,Checkout,19,380,28691.39,20598.98,8092.41,1510.0731578947368,425.9163157894737,1.3244391435897669,Optimal
2024-01-12,S4,Floor,24,552,28691.39,20598.98,8092.41,1195.4745833333334,337.18375,1.9239221243725033,Optimal
2024-01-12,S4,Warehouse,28,644,28691.39,20598.98,8092.41,1024.6924999999999,289.01464285714286,2.2445758117679206,Optimal
2024-01-12,S5,Checkout,22,506,28571.11,19986.55,8584.560000000001,1298.6868181818181,390.20727272727277,1.7710197468701776,Optimal
2024-01-12,S5,Floor,19,304,28571.11,19986.55,8584.560000000001,1503.7426315789473,451.8189473684211,1.0640118637322806,Optimal
2024-01-12,S5,Warehouse,9,207,28571.11,19986.55,8584.560000000001,3174.567777777778,953.8400000000001,0.7245080782650727,Optimal
2024-01-13,S1,Checkout,23,368,24226.02,17451.23,6774.790000000001,1053.3052173913043,294.55608695652177,1.5190278881962453,Optimal
2024-01-13,S1,Floor,14,322,24226.02,17451.23,6774.790000000001,1730.43,483.9135714285715,1.3291494021717145,Optimal
2024-01-13,S1,Warehouse,32,640,24226.02,17451.23,6774.790000000001,757.063125,211.71218750000003,2.6417876316456437,Optimal
2024-01-13,S2,Checkout,25,400,19270.13,13419.58,5850.550000000001,770.8052,234.02200000000005,2.075751434992914,Optimal
2024-01-13,S2,Floor,31,713,19270.13,13419.58,5850.550000000001,621.6170967741936,188.72741935483876,3.700026932874869,Optimal
2024-01-13,S2,Warehouse,36,720,19270.13,13419.58,5850.550000000001,535.281388888889,162.5152777777778,3.736352582987245,Optimal
2024-01-13,S3,Checkout,34,816,24218.32,17108.68,7109.639999999999,712.3035294117647,209.1070588235294,3.3693501448490233,Optimal
2024-01-13,S3,Floor,27,459,24218.32,17108.68,7109.639999999999,896.9748148148147,263.32,1.8952594564775758,Optimal
2024-01-13,S3,Warehouse,9,144,24218.32,17108.68,7109.639999999999,2690.9244444444444,789.9599999999999,0.5945912020321806,Optimal
2024-01-13,S4,Checkout,33,693,25343.39,18506.85,6836.540000000001,767.9815151515152,207.1678787878788,2.7344408147449886,Optimal
2024-01-13,S4,Floor,15,285,25343.39,18506.85,6836.540000000001,1689.5593333333334,455.7693333333334,1.1245535818215322,Optimal
2024-01-13,S4,Warehouse,13,208,25343.39,18506.85,6836.540000000001,1949.4915384615383,525.8876923076924,0.8207268246276446,Optimal
2024-01-13,S5,Checkout,13,286,25713.43,18934.23,6779.200000000001,1977.956153846154,521.4769230769232,1.1122592357379004,Optimal
2024-01-13,S5,Floor,13,286,25713.43,18934.23,6779.200000000001,1977.956153846154,521.4769230769232,1.1122592357379004,Optimal
2024-01-13,S5,Warehouse,24,552,25713.43,18934.23,6779.200000000001,1071.3929166666667,282.4666666666667,2.146738105340283,Optimal
2024-01-14,S1,Checkout,12,288,24106.12,17192.71,6913.41,2008.8433333333332,576.1175,1.1947173580816821,Optimal
2024-01-14,S1,Floor,27,513,24106.12,17192.71,6913.41,892.8192592592592,256.0522222222222,2.1280902940829964,Optimal
2024-01-14,S1,Warehouse,21,315,24106.12,17192.71,6913.41,1147.9104761904762,329.21,1.3067221104018398,Optimal
2024-01-14,S2,Checkout,38,912,22476.260000000002,15832.6,6643.660000000002,591.4805263157896,174.8331578947369,4.05761456754816,Optimal
2024-01-14,S2,Floor,37,703,22476.260000000002,15832.6,6643.660000000002,607.4664864864866,179.55837837837842,3.1277445624850393,Optimal
2024-01-14,S2,Warehouse,25,575,22476.260000000002,15832.6,6643.660000000002,899.0504000000001,265.74640000000005,2.558254798618631,Optimal
2024-01-14,S3,Checkout,29,435,27935.079999999998,20056.55,7878.529999999999,963.2786206896551,271.67344827586203,1.5571818659549213,Optimal
2024-01-14,S3,Floor,9,216,27935.079999999998,20056.55,7878.529999999999,3103.8977777777777,875.3922222222221,0.7732213403362368,Optimal
2024-01-14,S3,Warehouse,23,437,27935.079999999998,20056.55,7878.529999999999,1214.5686956521738,342.5447826086956,1.5643413228098864,Optimal
2024-01-14,S4,Checkout,39,702,33665.88,23863.989999999998,9801.89,863.2276923076922,251.3305128205128,2.0851972382721025,Optimal
2024-01-14,S4,Floor,24,576,33665.88,23863.989999999998,9801.89,1402.745,408.4120833333333,1.7109310673001865,Optimal
2024-01-14,S4,Warehouse,32,736,33665.88,23863.989999999998,9801.89,1052.05875,306.3090625,2.1861896971057937,Optimal
2024-01-14,S5,Checkout,32,512,17983.22,12892.65,5090.5700000000015,561.975625,159.08031250000005,2.8470985730030547,Optimal
2024-01-14,S5,Floor,17,289,17983.22,12892.65,5090.5700000000015,1057.8364705882354,299.44529411764717,1.607053686714615,Optimal
2024-01-14,S5,Warehouse,12,180,17983.22,12892.65,5090.5700000000015,1498.6016666666667,424.2141666666668,1.0009330920713866,Optimal
2024-01-15,S1,Checkout,32,512,23857.75,17569.54,6288.209999999999,745.5546875,196.50656249999997,2.1460531693055716,Optimal
