TransactionID,Date,LaborHours,InventoryCost,FootTraffic,CustomerID,SalesAmount
137,2026-01-06 16:00:00,7,443,33,137,463.1764849935938
138,2026-01-06 17:00:00,2,116,21,138,233.64094455704367
139,2026-01-06 18:00:00,1,282,27,139,264.5971663170723
140,2026-01-06 19:00:00,4,158,24,140,255.77884829139452
141,2026-01-06 20:00:00,7,195,36,141,365.570389665076
142,2026-01-06 21:00:00,1,160,81,142,538.6174674848278
143,2026-01-06 22:00:00,4,277,69,143,578.954097374188
144,2026-01-06 23:00:00,2,160,183,144,1170.7687490890407
145,2026-01-07 00:00:00,1,83,154,145,954.3297699974153
146,2026-01-07 01:00:00,7,160,102,146,764.4504942167144
147,2026-01-07 02:00:00,7,313,62,147,597.4899058818477
148,2026-01-07 03:00:00,6,473,17,148,313.1201532650969
149,2026-01-07 04:00:00,5,418,88,149,726.404144473439
150,2026-01-07 05:00:00,3,285,36,150,353.8583351333529
151,2026-01-07 06:00:00,4,132,183,151,1232.406657107557
152,2026-01-07 07:00:00,6,91,59,152,464.12109669601745
153,2026-01-07 08:00:00,3,474,140,153,1005.6652984184484
154,2026-01-07 09:00:00,3,150,102,154,687.4691716718294
155,2026-01-07 10:00:00,1,55,181,155,1149.0917229904614
156,2026-01-07 11:00:00,3,229,190,156,1314.699158958104
157,2026-01-07 12:00:00,5,331,33,157,332.88726558941903
158,2026-01-07 13:00:00,7,369,69,158,596.8409515479043
159,2026-01-07 14:00:00,6,275,131,159,953.4360963989357
160,2026-01-07 15:00:00,3,492,140,160,1035.9286828820411
161,2026-01-07 16:00:00,1,489,157,161,1127.3090869666498
162,2026-01-07 17:00:00,5,364,55,162,487.4660097419555
163,2026-01-07 18:00:00,2,414,24,163,266.3067289005161
164,2026-01-07 19:00:00,7,278,162,164,1164.542614594009
165,2026-01-07 20:00:00,7,426,26,165,381.04797839378494
166,2026-01-07 21:00:00,6,338,135,166,1029.2016299331458
167,2026-01-07 22:00:00,7,486,93,167,823.4207940957115
168,2026-01-07 23:00:00,3,199,18,168,229.36138042899654
169,2026-01-08 00:00:00,1,326,175,169,1159.665559608694
170,2026-01-08 01:00:00,7,247,185,170,1359.7674077570462
171,2026-01-08 02:00:00,7,119,197,171,1297.5675605521872
172,2026-01-08 03:00:00,2,161,72,172,528.6242950126433
173,2026-01-08 04:00:00,2,53,126,173,763.8093003878067
174,2026-01-08 05:00:00,4,399,139,174,981.4959696678164
175,2026-01-08 06:00:00,5,380,97,175,752.7796320370363
176,2026-01-08 07:00:00,3,495,81,176,728.3797000985408
177,2026-01-08 08:00:00,7,367,148,177,1111.0168329136204
178,2026-01-08 09:00:00,7,399,73,178,644.9856579436688
179,2026-01-08 10:00:00,1,144,81,179,555.4330897786373
180,2026-01-08 11:00:00,4,201,30,180,301.3544364427353
181,2026-01-08 12:00:00,5,360,27,181,330.2407989258264
182,2026-01-08 13:00:00,4,186,73,182,511.90113432635314
183,2026-01-08 14:00:00,6,296,91,183,767.9562745353686
184,2026-01-08 15:00:00,5,436,119,184,926.0945438613012
185,2026-01-08 16:00:00,7,292,104,185,881.8121512040472
186,2026-01-08 17:00:00,7,80,175,186,1207.2096486162263
187,2026-01-08 18:00:00,5,89,41,187,364.23959174283124
188,2026-01-08 19:00:00,7,278,20,188,295.343870141491
189,2026-01-08 20:00:00,3,85,54,189,361.6396330842925
190,2026-01-08 21:00:00,5,457,42,190,457.5680704653466
191,2026-01-08 22:00:00,4,272,111,191,773.8712221738251
192,2026-01-08 23:00:00,5,55,178,192,1179.0057114219226
193,2026-01-09 00:00:00,7,371,145,193,1135.279574930914
194,2026-01-09 01:00:00,3,269,20,194,237.87263201648608
195,2026-01-09 02:00:00,3,124,188,195,1238.534729171736
196,2026-01-09 03:00:00,6,53,97,196,667.2231278934943
197,2026-01-09 04:00:00,4,384,50,197,466.12599485377945
198,2026-01-09 05:00:00,2,183,154,198,984.4510804630366
199,2026-01-09 06:00:00,2,167,85,199,526.1060089478847
200,2026-01-09 07:00:00,5,418,130,200,979.3039995024417
201,2026-01-09 08:00:00,6,143,55,201,466.75355212793255
202,2026-01-09 09:00:00,1,484,169,202,1206.175829962849
203,2026-01-09 10:00:00,5,111,89,203,666.1631475800785
204,2026-01-09 11:00:00,6,490,63,204,639.2685869711698
205,2026-01-09 12:00:00,4,243,95,205,673.6789133064636
206,2026-01-09 13:00:00,4,384,101,206,794.9849191821208
207,2026-01-09 14:00:00,4,252,157,207,1125.0778189644477
208,2026-01-09 15:00:00,4,441,170,208,1223.6960355212723
209,2026-01-09 16:00:00,4,75,177,209,1199.35780839195
210,2026-01-09 17:00:00,6,484,169,210,1309.768983333596
211,2026-01-09 18:00:00,6,222,106,211,784.5459518912506
212,2026-01-09 19:00:00,3,349,11,212,194.79180764758283
213,2026-01-09 20:00:00,2,182,42,213,313.75613503743153
214,2026-01-09 21:00:00,7,375,167,214,1174.0159253969034
215,2026-01-09 22:00:00,4,459,170,215,1202.1479130175344
216,2026-01-09 23:00:00,1,167,86,216,617.3299634926874
217,2026-01-10 00:00:00,7,373,125,217,900.7788727424628
218,2026-01-10 01:00:00,6,324,163,218,1134.0763979785877
219,2026-01-10 02:00:00,1,261,159,219,1043.48605675044
220,2026-01-10 03:00:00,1,274,112,220,742.884443981349
221,2026-01-10 04:00:00,1,69,175,221,1069.8814216727935
222,2026-01-10 05:00:00,3,162,112,222,750.2301097673309
223,2026-01-10 06:00:00,6,189,99,223,732.9737933981476
224,2026-01-10 07:00:00,1,96,183,224,1119.9163591167078
225,2026-01-10 08:00:00,4,50,131,225,836.6636035843336
226,2026-01-10 09:00:00,5,139,152,226,1056.729292377637
227,2026-01-10 10:00:00,1,191,115,227,793.7896253358103
228,2026-01-10 11:00:00,3,369,128,228,882.2836996425777
229,2026-01-10 12:00:00,7,87,181,229,1134.3120780218135
230,2026-01-10 13:00:00,6,342,58,230,572.5012454871279
231,2026-01-10 14:00:00,3,431,113,231,815.4359874434358
232,2026-01-10 15:00:00,1,188,70,232,497.78234515379216
233,2026-01-10 16:00:00,6,405,132,233,956.5298438091535
234,2026-01-10 17:00:00,5,382,143,234,1086.5326495577901
235,2026-01-10 18:00:00,1,308,18,235,291.71003685904583
236,2026-01-10 19:00:00,3,210,15,236,203.4842072761601
237,2026-01-10 20:00:00,2,439,82,237,650.8769205462146
238,2026-01-10 21:00:00,4,227,112,238,790.4358127442981
239,2026-01-10 22:00:00,7,59,169,239,1160.1539793393874
240,2026-01-10 23:00:00,3,310,50,240,455.03060252803755
241,2026-01-11 00:00:00,6,456,123,241,994.9049536065859
242,2026-01-11 01:00:00,1,187,17,242,154.2625043220575
243,2026-01-11 02:00:00,4,221,81,243,622.5035311921393
244,2026-01-11 03:00:00,1,435,187,244,1251.225957998814
245,2026-01-11 04:00:00,6,62,101,245,682.8685305578983
246,2026-01-11 05:00:00,1,217,71,246,504.86953736989614
247,2026-01-11 06:00:00,2,179,93,247,614.0246180886876
248,2026-01-11 07:00:00,4,133,71,248,561.1118099322777
249,2026-01-11 08:00:00,4,370,120,249,865.1423886595253
250,2026-01-11 09:00:00,6,368,136,250,1027.3063782206207
251,2026-01-11 10:00:00,7,150,16,251,227.89733103720832
252,2026-01-11 11:00:00,2,378,93,252,709.7118825131254
253,2026-01-11 12:00:00,3,322,141,253,971.8801027963393
254,2026-01-11 13:00:00,1,314,143,254,929.483661754274
255,2026-01-11 14:00:00,5,448,67,255,625.9131822285553
256,2026-01-11 15:00:00,1,457,31,256,331.03753134260336
257,2026-01-11 16:00:00,1,87,163,257,1027.6795482216737
258,2026-01-11 17:00:00,3,468,136,258,988.5347119310868
259,2026-01-11 18:00:00,1,143,12,259,90.06190458694644
260,2026-01-11 19:00:00,2,144,136,260,921.6953579116878
261,2026-01-11 20:00:00,2,354,50,261,458.30273266323263
262,2026-01-11 21:00:00,4,118,197,262,1260.3911707334028
263,2026-01-11 22:00:00,6,367,115,263,892.1933764049639
264,2026-01-11 23:00:00,7,493,23,264,422.1605844948881
265,2026-01-12 00:00:00,5,285,21,265,272.7888499241281
266,2026-01-12 01:00:00,1,483,96,266,726.8434648442834
267,2026-01-12 02:00:00,1,383,21,267,263.2089750002212
268,2026-01-12 03:00:00,3,422,150,268,1057.8272680933624
269,2026-01-12 04:00:00,6,425,34,269,447.21275990961067
270,2026-01-12 05:00:00,2,186,54,270,404.7329765907769
271,2026-01-12 06:00:00,5,467,131,271,977.5789237501808
272,2026-01-12 07:00:00,4,125,156,272,1051.7591648962198
273,2026-01-12 08:00:00,2,84,64,273,404.93608051705957
274,2026-01-12 09:00:00,6,50,109,274,819.4463568337264
275,2026-01-12 10:00:00,7,345,182,275,1347.974890907406
276,2026-01-12 11:00:00,4,369,145,276,1056.1048643076306
277,2026-01-12 12:00:00,7,455,128,277,1022.379930654597
278,2026-01-12 13:00:00,3,109,62,278,461.17324253457895
279,2026-01-12 14:00:00,3,369,192,279,1293.0271564224329
280,2026-01-12 15:00:00,1,398,41,280,389.3192893704252
281,2026-01-12 16:00:00,7,377,60,281,550.4060216862646
282,2026-01-12 17:00:00,6,316,53,282,517.9145525532055
283,2026-01-12 18:00:00,5,410,91,283,770.0354082909389
284,2026-01-12 19:00:00,4,278,155,284,1062.0574169705
285,2026-01-12 20:00:00,2,319,159,285,1061.8469461753584
286,2026-01-12 21:00:00,6,365,46,286,439.1256892605627
287,2026-01-12 22:00:00,6,335,105,287,864.2386570069707
288,2026-01-12 23:00:00,3,340,65,288,521.5300789847337
289,2026-01-13 00:00:00,7,262,114,289,861.6378289195013
290,2026-01-13 01:00:00,1,214,68,290,496.2046675498718
291,2026-01-13 02:00:00,1,54,140,291,879.6662292866981
292,2026-01-13 03:00:00,4,388,165,292,1188.7968028704322
293,2026-01-13 04:00:00,3,428,44,293,426.0201024048501
294,2026-01-13 05:00:00,6,127,198,294,1281.9399618458724
295,2026-01-13 06:00:00,5,459,102,295,785.2900407308306
296,2026-01-13 07:00:00,3,111,191,296,1206.9223430147147
297,2026-01-13 08:00:00,4,181,106,297,721.7444857597612
298,2026-01-13 09:00:00,4,138,144,298,956.2914988407672
299,2026-01-13 10:00:00,3,286,85,299,680.0273643227995
300,2026-01-13 11:00:00,4,91,58,300,423.98165382348935
301,2026-01-13 12:00:00,3,138,103,301,693.0704741599633
302,2026-01-13 13:00:00,2,451,168,302,1172.8080367123264
303,2026-01-13 14:00:00,3,345,195,303,1306.331250263638
304,2026-01-13 15:00:00,7,377,198,304,1404.078262928454
305,2026-01-13 16:00:00,3,344,33,305,362.42607667444037
306,2026-01-13 17:00:00,4,153,157,306,1074.4425316428994
307,2026-01-13 18:00:00,7,63,46,307,429.9963959921707
308,2026-01-13 19:00:00,4,337,13,308,300.8055666219306
309,2026-01-13 20:00:00,1,228,117,309,802.4807833851731
310,2026-01-13 21:00:00,1,174,135,310,944.2343670404794
311,2026-01-13 22:00:00,7,471,29,311,397.00554575821064
312,2026-01-13 23:00:00,2,402,197,312,1395.3385470727374
313,2026-01-14 00:00:00,1,72,161,313,991.1887183734124
314,2026-01-14 01:00:00,3,112,59,314,424.13943207710895
315,2026-01-14 02:00:00,4,192,186,315,1230.0038235773136
316,2026-01-14 03:00:00,1,202,188,316,1197.041378665238
317,2026-01-14 04:00:00,1,194,105,317,705.7752119017952
318,2026-01-14 05:00:00,2,274,114,318,778.7991599253469
319,2026-01-14 06:00:00,7,499,173,319,1317.5988651921411
320,2026-01-14 07:00:00,7,358,126,320,951.8149489613646
321,2026-01-14 08:00:00,6,153,107,321,797.5683119475867
322,2026-01-14 09:00:00,2,153,75,322,571.7317085857129
323,2026-01-14 10:00:00,3,484,88,323,707.4869289057679
324,2026-01-14 11:00:00,7,88,171,324,1181.2315025393755
325,2026-01-14 12:00:00,4,484,173,325,1259.9747786670955
326,2026-01-14 13:00:00,2,247,15,326,261.6866064665925
327,2026-01-14 14:00:00,1,183,48,327,342.7550830546515
328,2026-01-14 15:00:00,4,116,179,328,1192.6521485041735
329,2026-01-14 16:00:00,4,440,124,329,887.2196672467035
330,2026-01-14 17:00:00,1,228,195,330,1238.5242476778958
331,2026-01-14 18:00:00,2,91,134,331,871.9017851279071
332,2026-01-14 19:00:00,1,497,21,332,331.89479907269344
333,2026-01-14 20:00:00,6,64,140,333,912.4219990504739
334,2026-01-14 21:00:00,4,160,27,334,293.5827192222333
335,2026-01-14 22:00:00,5,206,49,335,428.9032963055112
336,2026-01-14 23:00:00,5,338,30,336,310.7541703982306
337,2026-01-15 00:00:00,3,280,152,337,1046.4476053784638
338,2026-01-15 01:00:00,7,460,108,338,942.2748369893463
339,2026-01-15 02:00:00,1,469,35,339,332.0873202026515
340,2026-01-15 03:00:00,1,206,17,340,175.5018685388945
341,2026-01-15 04:00:00,3,87,109,341,695.5008304608131
342,2026-01-15 05:00:00,3,490,96,342,753.9425120426995
343,2026-01-15 06:00:00,3,146,51,343,437.765104305739
344,2026-01-15 07:00:00,4,460,181,344,1275.8542657352584
345,2026-01-15 08:00:00,6,488,23,345,416.44697212545975
346,2026-01-15 09:00:00,1,338,87,346,671.6716214379476
347,2026-01-15 10:00:00,4,303,11,347,206.01786259546654
348,2026-01-15 11:00:00,3,245,128,348,871.422016181813
349,2026-01-15 12:00:00,1,135,46,349,304.62003579556495
350,2026-01-15 13:00:00,4,371,78,350,611.3735641741978
351,2026-01-15 14:00:00,6,59,175,351,1168.2962218352354
352,2026-01-15 15:00:00,4,54,50,352,375.606440543551
353,2026-01-15 16:00:00,6,172,71,353,548.8918369521239
354,2026-01-15 17:00:00,3,379,69,354,526.2371123363017
355,2026-01-15 18:00:00,6,402,134,355,1017.7853630346664
356,2026-01-15 19:00:00,1,167,120,356,771.01343462816
357,2026-01-15 20:00:00,3,343,23,357,280.04106913253713
358,2026-01-15 21:00:00,1,446,93,358,715.9398548609424
359,2026-01-15 22:00:00,5,208,139,359,896.345914158364
360,2026-01-15 23:00:00,2,352,79,360,563.6017618887263
361,2026-01-16 00:00:00,6,277,154,361,1165.9932923041556
362,2026-01-16 01:00:00,2,414,132,362,931.0016847990115
363,2026-01-16 02:00:00,2,265,98,363,621.9770069280742
364,2026-01-16 03:00:00,6,485,37,364,414.00179461451245
365,2026-01-16 04:00:00,3,233,75,365,639.4340210592429
366,2026-01-16 05:00:00,5,64,172,366,1105.110076191905
367,2026-01-16 06:00:00,1,206,14,367,195.5704573469147
368,2026-01-16 07:00:00,4,185,177,368,1181.133539950116
369,2026-01-16 08:00:00,1,310,193,369,1251.4509888750308
370,2026-01-16 09:00:00,4,206,173,370,1183.0633641228928
371,2026-01-16 10:00:00,1,96,54,371,296.26929973931135
372,2026-01-16 11:00:00,6,373,160,372,1118.666021404302
373,2026-01-16 12:00:00,5,381,56,373,510.52946963581314
374,2026-01-16 13:00:00,4,222,40,374,326.3128680519118
375,2026-01-16 14:00:00,7,179,148,375,1029.2766663448808
376,2026-01-16 15:00:00,3,460,19,376,322.61139137048485
377,2026-01-16 16:00:00,1,144,127,377,824.1641016400795
378,2026-01-16 17:00:00,1,164,23,378,242.11851106528766
379,2026-01-16 18:00:00,4,292,89,379,687.4612585305523
380,2026-01-16 19:00:00,3,469,102,380,827.4738249448359
381,2026-01-16 20:00:00,3,341,19,381,259.3778909961451
382,2026-01-16 21:00:00,6,331,85,382,681.5917354992065
383,2026-01-16 22:00:00,7,348,103,383,871.8170416662566
384,2026-01-16 23:00:00,6,332,114,384,852.319491361918
385,2026-01-17 00:00:00,6,118,10,385,195.71534469372898
386,2026-01-17 01:00:00,6,197,142,386,1024.1669208967342
387,2026-01-17 02:00:00,6,60,29,387,307.2447811341257
388,2026-01-17 03:00:00,6,303,17,388,247.93671989339938
389,2026-01-17 04:00:00,5,379,180,389,1300.258512174848
390,2026-01-17 05:00:00,3,409,10,390,198.33134261678188
391,2026-01-17 06:00:00,6,87,66,391,536.4211096604998
392,2026-01-17 07:00:00,3,183,73,392,553.9552041314729
393,2026-01-17 08:00:00,3,249,127,393,906.258919853397
394,2026-01-17 09:00:00,2,72,37,394,237.4498943670292
395,2026-01-17 10:00:00,5,352,130,395,978.2378922820318
396,2026-01-17 11:00:00,6,395,116,396,937.0678102922451
397,2026-01-17 12:00:00,1,351,174,397,1170.1018734948523
398,2026-01-17 13:00:00,4,412,184,398,1263.0414996118625
399,2026-01-17 14:00:00,7,445,174,399,1310.0924284298396
400,2026-01-17 15:00:00,1,267,58,400,446.51758884302313
401,2026-01-17 16:00:00,5,190,129,401,855.7666720851691
402,2026-01-17 17:00:00,4,153,53,402,397.01431613050016
403,2026-01-17 18:00:00,5,495,65,403,597.7111640631908
404,2026-01-17 19:00:00,3,259,165,404,1157.8745486291898
405,2026-01-17 20:00:00,4,160,120,405,867.9054925891865
406,2026-01-17 21:00:00,3,153,143,406,988.7090559317003
407,2026-01-17 22:00:00,1,365,117,407,833.470808330516
408,2026-01-17 23:00:00,1,220,198,408,1296.407843753376
409,2026-01-18 00:00:00,4,405,157,409,1089.2766177394233
410,2026-01-18 01:00:00,4,373,123,410,910.1040929517831
411,2026-01-18 02:00:00,6,182,87,411,680.1489810494879
412,2026-01-18 03:00:00,5,425,139,412,1004.2530282807264
413,2026-01-18 04:00:00,6,342,46,413,474.8973626892561
414,2026-01-18 05:00:00,5,377,29,414,412.6991755741303
415,2026-01-18 06:00:00,6,176,35,415,369.5630935368188
416,2026-01-18 07:00:00,3,155,38,416,347.0263561999236
417,2026-01-18 08:00:00,4,141,10,417,88.72779229703214
418,2026-01-18 09:00:00,1,336,128,418,930.5390654745877
419,2026-01-18 10:00:00,5,427,44,419,461.5163295674349
420,2026-01-18 11:00:00,5,442,68,420,592.5394105778987
421,2026-01-18 12:00:00,1,100,78,421,507.7608644457021
422,2026-01-18 13:00:00,6,78,170,422,1088.8493352515732
423,2026-01-18 14:00:00,5,345,188,423,1337.9382618525642
424,2026-01-18 15:00:00,7,346,21,424,324.73812831678623
425,2026-01-18 16:00:00,3,263,29,425,275.7410756392179
426,2026-01-18 17:00:00,4,316,190,426,1289.758348029349
427,2026-01-18 18:00:00,1,456,52,427,497.3404696372842
428,2026-01-18 19:00:00,4,306,135,428,965.7437520234366
429,2026-01-18 20:00:00,7,351,59,429,522.0091869139959
430,2026-01-18 21:00:00,5,150,38,430,361.94942489223246
431,2026-01-18 22:00:00,5,454,194,431,1347.3306013703213
432,2026-01-18 23:00:00,7,395,48,432,446.8169690587555
433,2026-01-19 00:00:00,1,159,193,433,1265.5802163815154
434,2026-01-19 01:00:00,3,469,180,434,1279.4168962448307
435,2026-01-19 02:00:00,2,231,187,435,1218.9518800858975
436,2026-01-19 03:00:00,1,362,160,436,1073.231714559099
437,2026-01-19 04:00:00,2,50,181,437,1172.9123850219994
438,2026-01-19 05:00:00,7,368,47,438,590.0146545059522
439,2026-01-19 06:00:00,6,487,93,439,807.5634155569956
440,2026-01-19 07:00:00,2,104,160,440,990.3109595301638
441,2026-01-19 08:00:00,3,420,137,441,988.3660344339607
442,2026-01-19 09:00:00,6,473,135,442,1054.8171801628216
443,2026-01-19 10:00:00,2,448,54,443,417.914150790244
444,2026-01-19 11:00:00,7,198,61,444,540.4349760533435
445,2026-01-19 12:00:00,6,480,89,445,781.0927538847924
446,2026-01-19 13:00:00,7,358,187,446,1374.1902659396167
