Date,Store_ID,Zone,Total_Visitors,Avg_Dwell_Time_Min,Zone_Area_SqFt
2025-09-05,Store_03,Clothing,438,37,1049
2025-09-05,Store_03,Grocery,314,28,1152
2025-09-05,Store_03,Home,262,29,1678
2025-09-05,Store_03,Beauty,233,25,1083
2025-09-06,Store_01,Electronics,310,50,1221
2025-09-06,Store_01,Clothing,483,12,1919
2025-09-06,Store_01,Grocery,151,13,1980
2025-09-06,Store_01,Home,572,35,842
2025-09-06,Store_01,Beauty,319,28,1505
2025-09-06,Store_02,Electronics,579,43,1269
2025-09-06,Store_02,Clothing,378,9,973
2025-09-06,Store_02,Grocery,427,42,1343
2025-09-06,Store_02,Home,523,42,904
2025-09-06,Store_02,Beauty,540,25,1783
2025-09-06,Store_03,Electronics,184,23,1259
2025-09-06,Store_03,Clothing,382,31,1661
2025-09-06,Store_03,Grocery,422,26,1926
2025-09-06,Store_03,Home,208,46,1280
2025-09-06,Store_03,Beauty,300,43,1074
2025-09-07,Store_01,Electronics,171,49,682
2025-09-07,Store_01,Clothing,442,48,884
2025-09-07,Store_01,Grocery,184,19,830
2025-09-07,Store_01,Home,583,6,531
2025-09-07,Store_01,Beauty,342,19,941
2025-09-07,Store_02,Electronics,500,28,1969
2025-09-07,Store_02,Clothing,313,20,1822
2025-09-07,Store_02,Grocery,159,19,1988
2025-09-07,Store_02,Home,592,35,692
2025-09-07,Store_02,Beauty,168,45,1289
2025-09-07,Store_03,Electronics,455,8,661
2025-09-07,Store_03,Clothing,536,34,575
2025-09-07,Store_03,Grocery,448,28,1413
2025-09-07,Store_03,Home,210,37,1561
2025-09-07,Store_03,Beauty,592,13,923
2025-09-08,Store_01,Electronics,324,34,1654
2025-09-08,Store_01,Clothing,278,26,1138
2025-09-08,Store_01,Grocery,375,36,1350
2025-09-08,Store_01,Home,521,5,1012
2025-09-08,Store_01,Beauty,281,22,1209
2025-09-08,Store_02,Electronics,270,26,1246
2025-09-08,Store_02,Clothing,209,48,1353
2025-09-08,Store_02,Grocery,314,7,1416
2025-09-08,Store_02,Home,438,12,1461
2025-09-08,Store_02,Beauty,510,11,607
2025-09-08,Store_03,Electronics,348,44,1591
2025-09-08,Store_03,Clothing,301,42,797
2025-09-08,Store_03,Grocery,482,14,1826
2025-09-08,Store_03,Home,516,26,764
2025-09-08,Store_03,Beauty,472,45,974
2025-09-09,Store_01,Electronics,439,32,955
2025-09-09,Store_01,Clothing,301,44,1454
2025-09-09,Store_01,Grocery,308,20,1669
2025-09-09,Store_01,Home,175,25,1265
2025-09-09,Store_01,Beauty,582,17,1253
2025-09-09,Store_02,Electronics,392,36,748
2025-09-09,Store_02,Clothing,518,46,1384
2025-09-09,Store_02,Grocery,473,18,1292
2025-09-09,Store_02,Home,263,27,1893
2025-09-09,Store_02,Beauty,357,36,1912
2025-09-09,Store_03,Electronics,305,15,1521
2025-09-09,Store_03,Clothing,459,25,1443
2025-09-09,Store_03,Grocery,467,17,611
2025-09-09,Store_03,Home,271,40,527
2025-09-09,Store_03,Beauty,575,27,686
2025-09-10,Store_01,Electronics,158,37,1247
2025-09-10,Store_01,Clothing,582,37,1941
2025-09-10,Store_01,Grocery,599,14,1120
2025-09-10,Store_01,Home,380,16,1392
2025-09-10,Store_01,Beauty,329,41,765
2025-09-10,Store_02,Electronics,510,37,1958
2025-09-10,Store_02,Clothing,546,39,1937
2025-09-10,Store_02,Grocery,378,13,627
2025-09-10,Store_02,Home,191,33,950
2025-09-10,Store_02,Beauty,582,42,1912
2025-09-10,Store_03,Electronics,488,18,971
2025-09-10,Store_03,Clothing,556,11,1368
2025-09-10,Store_03,Grocery,240,49,1574
2025-09-10,Store_03,Home,185,32,1035
2025-09-10,Store_03,Beauty,265,34,1872
2025-09-11,Store_01,Electronics,420,46,1498
2025-09-11,Store_01,Clothing,157,23,1609
2025-09-11,Store_01,Grocery,459,40,1766
2025-09-11,Store_01,Home,445,21,1597
2025-09-11,Store_01,Beauty,331,25,1988
2025-09-11,Store_02,Electronics,237,11,1209
2025-09-11,Store_02,Clothing,221,15,800
2025-09-11,Store_02,Grocery,150,26,952
2025-09-11,Store_02,Home,248,8,1894
2025-09-11,Store_02,Beauty,415,35,1098
2025-09-11,Store_03,Electronics,168,17,636
2025-09-11,Store_03,Clothing,534,7,913
2025-09-11,Store_03,Grocery,382,19,1073
2025-09-11,Store_03,Home,429,36,1918
2025-09-11,Store_03,Beauty,368,45,1152
2025-09-12,Store_01,Electronics,377,19,1301
2025-09-12,Store_01,Clothing,218,37,963
2025-09-12,Store_01,Grocery,567,35,624
2025-09-12,Store_01,Home,501,14,1388
2025-09-12,Store_01,Beauty,335,22,1527
2025-09-12,Store_02,Electronics,272,48,1603
2025-09-12,Store_02,Clothing,447,24,1731
2025-09-12,Store_02,Grocery,327,41,1759
2025-09-12,Store_02,Home,250,37,1523
2025-09-12,Store_02,Beauty,406,43,1164
2025-09-12,Store_03,Electronics,353,47,1168
2025-09-12,Store_03,Clothing,290,9,888
2025-09-12,Store_03,Grocery,438,17,1845
2025-09-12,Store_03,Home,466,12,961
2025-09-12,Store_03,Beauty,541,34,1732
2025-09-13,Store_01,Electronics,198,42,1616
2025-09-13,Store_01,Clothing,364,19,1134
2025-09-13,Store_01,Grocery,517,31,641
2025-09-13,Store_01,Home,597,19,1841
2025-09-13,Store_01,Beauty,378,38,1426
2025-09-13,Store_02,Electronics,573,5,1596
2025-09-13,Store_02,Clothing,251,26,1441
2025-09-13,Store_02,Grocery,527,40,1517
2025-09-13,Store_02,Home,365,44,945
2025-09-13,Store_02,Beauty,343,36,1031
2025-09-13,Store_03,Electronics,446,50,950
2025-09-13,Store_03,Clothing,480,7,842
2025-09-13,Store_03,Grocery,429,25,554
2025-09-13,Store_03,Home,413,49,801
2025-09-13,Store_03,Beauty,505,12,1719
2025-09-14,Store_01,Electronics,231,8,1574
2025-09-14,Store_01,Clothing,159,11,846
2025-09-14,Store_01,Grocery,291,37,1916
2025-09-14,Store_01,Home,222,18,942
2025-09-14,Store_01,Beauty,565,48,1725
2025-09-14,Store_02,Electronics,338,45,527
2025-09-14,Store_02,Clothing,523,48,1398
2025-09-14,Store_02,Grocery,166,8,1656
2025-09-14,Store_02,Home,318,12,1994
2025-09-14,Store_02,Beauty,600,19,1105
2025-09-14,Store_03,Electronics,466,19,1033
2025-09-14,Store_03,Clothing,203,15,1088
2025-09-14,Store_03,Grocery,160,5,1068
2025-09-14,Store_03,Home,375,14,1419
2025-09-14,Store_03,Beauty,195,16,1813
2025-09-15,Store_01,Electronics,245,35,834
2025-09-15,Store_01,Clothing,343,45,735
2025-09-15,Store_01,Grocery,216,48,1865
2025-09-15,Store_01,Home,166,15,760
2025-09-15,Store_01,Beauty,333,37,1411
2025-09-15,Store_02,Electronics,456,22,1169
2025-09-15,Store_02,Clothing,535,44,785
2025-09-15,Store_02,Grocery,429,8,621
2025-09-15,Store_02,Home,421,12,1921
2025-09-15,Store_02,Beauty,481,36,1497
2025-09-15,Store_03,Electronics,183,42,1392
2025-09-15,Store_03,Clothing,585,23,1766
2025-09-15,Store_03,Grocery,156,17,943
2025-09-15,Store_03,Home,417,42,1803
2025-09-15,Store_03,Beauty,525,38,1690
2025-09-16,Store_01,Electronics,396,40,1712
2025-09-16,Store_01,Clothing,252,35,1312
2025-09-16,Store_01,Grocery,290,9,1445
2025-09-16,Store_01,Home,415,30,685
2025-09-16,Store_01,Beauty,192,32,1570
2025-09-16,Store_02,Electronics,246,6,1687
2025-09-16,Store_02,Clothing,521,15,675
2025-09-16,Store_02,Grocery,523,48,673
2025-09-16,Store_02,Home,426,47,987
2025-09-16,Store_02,Beauty,552,16,908
2025-09-16,Store_03,Electronics,332,23,1520
2025-09-16,Store_03,Clothing,592,19,1336
2025-09-16,Store_03,Grocery,580,31,1097
2025-09-16,Store_03,Home,415,5,1723
2025-09-16,Store_03,Beauty,351,48,1843
2025-09-17,Store_01,Electronics,236,12,1053
2025-09-17,Store_01,Clothing,417,24,993
2025-09-17,Store_01,Grocery,349,44,1151
2025-09-17,Store_01,Home,559,18,1053
2025-09-17,Store_01,Beauty,297,29,1766
2025-09-17,Store_02,Electronics,562,19,993
2025-09-17,Store_02,Clothing,589,49,859
2025-09-17,Store_02,Grocery,555,35,715
2025-09-17,Store_02,Home,592,41,1958
2025-09-17,Store_02,Beauty,262,30,977
2025-09-17,Store_03,Electronics,523,39,1614
2025-09-17,Store_03,Clothing,566,49,509
2025-09-17,Store_03,Grocery,360,7,943
2025-09-17,Store_03,Home,237,13,639
2025-09-17,Store_03,Beauty,433,34,809
2025-09-18,Store_01,Electronics,230,18,676
2025-09-18,Store_01,Clothing,350,42,1002
2025-09-18,Store_01,Grocery,357,48,1583
2025-09-18,Store_01,Home,344,23,1371
2025-09-18,Store_01,Beauty,422,40,1104
2025-09-18,Store_02,Electronics,549,41,630
2025-09-18,Store_02,Clothing,564,44,1168
2025-09-18,Store_02,Grocery,205,18,1288
2025-09-18,Store_02,Home,495,38,873
2025-09-18,Store_02,Beauty,489,50,1488
2025-09-18,Store_03,Electronics,248,14,1768
2025-09-18,Store_03,Clothing,495,40,1577
2025-09-18,Store_03,Grocery,207,15,1727
2025-09-18,Store_03,Home,169,26,886
2025-09-18,Store_03,Beauty,197,25,1961
2025-09-19,Store_01,Electronics,558,18,1170
2025-09-19,Store_01,Clothing,580,36,1632
2025-09-19,Store_01,Grocery,278,30,1339
2025-09-19,Store_01,Home,443,17,555
2025-09-19,Store_01,Beauty,531,11,945
2025-09-19,Store_02,Electronics,326,45,736
2025-09-19,Store_02,Clothing,441,45,624
2025-09-19,Store_02,Grocery,529,40,603
2025-09-19,Store_02,Home,432,35,1970
2025-09-19,Store_02,Beauty,555,34,1926
2025-09-19,Store_03,Electronics,469,18,1751
2025-09-19,Store_03,Clothing,233,34,1657
2025-09-19,Store_03,Grocery,155,36,1792
2025-09-19,Store_03,Home,305,24,929
2025-09-19,Store_03,Beauty,431,46,904
2025-09-20,Store_01,Electronics,168,22,1271
2025-09-20,Store_01,Clothing,564,35,1329
2025-09-20,Store_01,Grocery,547,29,1232
2025-09-20,Store_01,Home,468,24,1548
2025-09-20,Store_01,Beauty,416,6,1310
2025-09-20,Store_02,Electronics,537,32,1005
2025-09-20,Store_02,Clothing,427,18,591
2025-09-20,Store_02,Grocery,517,6,1193
2025-09-20,Store_02,Home,460,22,1714
2025-09-20,Store_02,Beauty,350,36,838
2025-09-20,Store_03,Electronics,170,48,671
2025-09-20,Store_03,Clothing,553,48,529
2025-09-20,Store_03,Grocery,539,50,1884
2025-09-20,Store_03,Home,419,11,1320
2025-09-20,Store_03,Beauty,475,14,1505
2025-09-21,Store_01,Electronics,521,12,542
2025-09-21,Store_01,Clothing,439,14,1006
2025-09-21,Store_01,Grocery,353,19,891
2025-09-21,Store_01,Home,427,7,1807
2025-09-21,Store_01,Beauty,284,24,995
2025-09-21,Store_02,Electronics,437,43,1672
2025-09-21,Store_02,Clothing,555,31,1936
2025-09-21,Store_02,Grocery,591,31,1762
2025-09-21,Store_02,Home,335,10,928
2025-09-21,Store_02,Beauty,436,33,1983
2025-09-21,Store_03,Electronics,355,44,1570
2025-09-21,Store_03,Clothing,452,23,911
2025-09-21,Store_03,Grocery,509,23,1450
2025-09-21,Store_03,Home,226,11,1174
2025-09-21,Store_03,Beauty,331,7,1640
2025-09-22,Store_01,Electronics,468,29,1484
2025-09-22,Store_01,Clothing,457,44,1562
2025-09-22,Store_01,Grocery,342,25,1109
2025-09-22,Store_01,Home,283,19,1340
2025-09-22,Store_01,Beauty,594,25,900
2025-09-22,Store_02,Electronics,226,10,1055
2025-09-22,Store_02,Clothing,585,49,519
2025-09-22,Store_02,Grocery,580,38,505
2025-09-22,Store_02,Home,470,29,960
2025-09-22,Store_02,Beauty,552,46,1459
2025-09-22,Store_03,Electronics,369,19,1594
2025-09-22,Store_03,Clothing,498,45,991
2025-09-22,Store_03,Grocery,221,25,551
2025-09-22,Store_03,Home,460,24,773
2025-09-22,Store_03,Beauty,332,6,1590
2025-09-23,Store_01,Electronics,565,13,1377
2025-09-23,Store_01,Clothing,499,15,1098
2025-09-23,Store_01,Grocery,294,38,1600
2025-09-23,Store_01,Home,250,17,1143
2025-09-23,Store_01,Beauty,223,5,917
2025-09-23,Store_02,Electronics,569,33,1854
2025-09-23,Store_02,Clothing,443,31,1555
2025-09-23,Store_02,Grocery,440,11,784
2025-09-23,Store_02,Home,510,28,1584
2025-09-23,Store_02,Beauty,263,48,1787
2025-09-23,Store_03,Electronics,419,13,1117
2025-09-23,Store_03,Clothing,483,22,624
2025-09-23,Store_03,Grocery,486,22,712
2025-09-23,Store_03,Home,541,39,1877
2025-09-23,Store_03,Beauty,433,13,602
2025-09-24,Store_01,Electronics,475,19,933
2025-09-24,Store_01,Clothing,585,22,1681
2025-09-24,Store_01,Grocery,542,42,1922
2025-09-24,Store_01,Home,419,34,1176
2025-09-24,Store_01,Beauty,484,24,1227
2025-09-24,Store_02,Electronics,315,21,1359
2025-09-24,Store_02,Clothing,477,35,1592
2025-09-24,Store_02,Grocery,525,16,1459
2025-09-24,Store_02,Home,581,32,1370
2025-09-24,Store_02,Beauty,475,32,1536
2025-09-24,Store_03,Electronics,533,13,884
2025-09-24,Store_03,Clothing,485,18,1419
2025-09-24,Store_03,Grocery,237,10,1487
2025-09-24,Store_03,Home,516,50,993
2025-09-24,Store_03,Beauty,394,44,505
2025-09-25,Store_01,Electronics,567,40,749
2025-09-25,Store_01,Clothing,374,25,1879
2025-09-25,Store_01,Grocery,386,22,1849
2025-09-25,Store_01,Home,237,19,1072
2025-09-25,Store_01,Beauty,451,44,1963
2025-09-25,Store_02,Electronics,204,39,565
2025-09-25,Store_02,Clothing,542,36,1743
2025-09-25,Store_02,Grocery,227,50,1121
2025-09-25,Store_02,Home,552,24,1709
2025-09-25,Store_02,Beauty,476,22,636
2025-09-25,Store_03,Electronics,325,8,1079
2025-09-25,Store_03,Clothing,413,50,1019
2025-09-25,Store_03,Grocery,343,7,1811
2025-09-25,Store_03,Home,171,15,1213
2025-09-25,Store_03,Beauty,433,11,964
2025-09-26,Store_01,Electronics,267,47,739
2025-09-26,Store_01,Clothing,404,36,1856
2025-09-26,Store_01,Grocery,334,38,1928
2025-09-26,Store_01,Home,158,6,524
2025-09-26,Store_01,Beauty,169,17,1260
2025-09-26,Store_02,Electronics,485,6,1273
2025-09-26,Store_02,Clothing,415,17,1732
2025-09-26,Store_02,Grocery,319,48,675
2025-09-26,Store_02,Home,419,13,1629
2025-09-26,Store_02,Beauty,357,50,723
2025-09-26,Store_03,Electronics,498,14,1474
2025-09-26,Store_03,Clothing,166,22,1612
2025-09-26,Store_03,Grocery,243,45,1612
2025-09-26,Store_03,Home,465,8,1314
2025-09-26,Store_03,Beauty,354,5,1551
2025-09-27,Store_01,Electronics,387,17,1143
2025-09-27,Store_01,Clothing,546,31,1126
2025-09-27,Store_01,Grocery,195,42,754
2025-09-27,Store_01,Home,568,42,1623
2025-09-27,Store_01,Beauty,487,21,959
2025-09-27,Store_02,Electronics,392,25,1860
2025-09-27,Store_02,Clothing,216,21,1701
2025-09-27,Store_02,Grocery,325,48,1203
2025-09-27,Store_02,Home,423,35,1217
2025-09-27,Store_02,Beauty,260,17,1233
2025-09-27,Store_03,Electronics,377,28,687
2025-09-27,Store_03,Clothing,270,46,1100
2025-09-27,Store_03,Grocery,277,44,1618
2025-09-27,Store_03,Home,201,21,915
2025-09-27,Store_03,Beauty,437,31,1638
2025-09-28,Store_01,Electronics,551,20,1522
2025-09-28,Store_01,Clothing,351,37,1907
2025-09-28,Store_01,Grocery,210,48,1185
2025-09-28,Store_01,Home,382,37,1698
2025-09-28,Store_01,Beauty,379,35,1235
2025-09-28,Store_02,Electronics,228,50,1552
2025-09-28,Store_02,Clothing,559,9,682
2025-09-28,Store_02,Grocery,297,14,874
2025-09-28,Store_02,Home,506,33,1638
2025-09-28,Store_02,Beauty,504,15,1649
2025-09-28,Store_03,Electronics,274,31,804
2025-09-28,Store_03,Clothing,526,19,1788
2025-09-28,Store_03,Grocery,595,24,1243
2025-09-28,Store_03,Home,290,8,1268
2025-09-28,Store_03,Beauty,158,14,1152
2025-09-29,Store_01,Electronics,315,6,981
2025-09-29,Store_01,Clothing,280,37,877
2025-09-29,Store_01,Grocery,600,28,1220
2025-09-29,Store_01,Home,436,10,771
2025-09-29,Store_01,Beauty,406,39,1622
2025-09-29,Store_02,Electronics,495,24,1666
2025-09-29,Store_02,Clothing,150,42,727
2025-09-29,Store_02,Grocery,272,13,1958
2025-09-29,Store_02,Home,324,42,1744
2025-09-29,Store_02,Beauty,198,36,711
2025-09-29,Store_03,Electronics,549,25,516
2025-09-29,Store_03,Clothing,198,22,1041
2025-09-29,Store_03,Grocery,190,25,1595
2025-09-29,Store_03,Home,503,14,977
2025-09-29,Store_03,Beauty,358,14,1888
2025-09-30,Store_01,Electronics,275,6,1567
2025-09-30,Store_01,Clothing,512,35,1283
2025-09-30,Store_01,Grocery,264,30,1532
2025-09-30,Store_01,Home,236,36,860
2025-09-30,Store_01,Beauty,454,45,1220
2025-09-30,Store_02,Electronics,388,30,1307
2025-09-30,Store_02,Clothing,385,8,748
2025-09-30,Store_02,Grocery,328,6,1464
2025-09-30,Store_02,Home,441,6,1186
2025-09-30,Store_02,Beauty,290,21,1534
2025-09-30,Store_03,Electronics,543,21,852
2025-09-30,Store_03,Clothing,205,25,788
2025-09-30,Store_03,Grocery,534,40,592
2025-09-30,Store_03,Home,540,47,758
2025-09-30,Store_03,Beauty,554,49,1647
2025-10-01,Store_01,Electronics,503,22,1065
2025-10-01,Store_01,Clothing,552,40,1108
2025-10-01,Store_01,Grocery,180,39,1368
2025-10-01,Store_01,Home,249,39,1596
2025-10-01,Store_01,Beauty,225,11,1314
2025-10-01,Store_02,Electronics,232,34,1429
2025-10-01,Store_02,Clothing,463,43,1908
2025-10-01,Store_02,Grocery,473,14,790
2025-10-01,Store_02,Home,209,42,1762
2025-10-01,Store_02,Beauty,478,42,905
2025-10-01,Store_03,Electronics,473,15,1157
2025-10-01,Store_03,Clothing,598,5,563
2025-10-01,Store_03,Grocery,592,35,1641
2025-10-01,Store_03,Home,572,24,723
2025-10-01,Store_03,Beauty,378,12,1858
2025-10-02,Store_01,Electronics,477,26,1301
2025-10-02,Store_01,Clothing,339,32,1539
2025-10-02,Store_01,Grocery,598,5,1228
2025-10-02,Store_01,Home,438,23,1354
2025-10-02,Store_01,Beauty,243,6,1399
2025-10-02,Store_02,Electronics,518,10,1063
2025-10-02,Store_02,Clothing,218,45,1412
2025-10-02,Store_02,Grocery,486,27,1877
2025-10-02,Store_02,Home,475,37,589
2025-10-02,Store_02,Beauty,288,45,1362
2025-10-02,Store_03,Electronics,304,19,1501
2025-10-02,Store_03,Clothing,261,34,1600
2025-10-02,Store_03,Grocery,526,35,1983
2025-10-02,Store_03,Home,460,35,607
2025-10-02,Store_03,Beauty,176,43,1587
2025-10-03,Store_01,Electronics,279,32,1644
2025-10-03,Store_01,Clothing,252,29,1825
2025-10-03,Store_01,Grocery,226,35,1504
2025-10-03,Store_01,Home,446,9,1638
2025-10-03,Store_01,Beauty,535,21,1691
2025-10-03,Store_02,Electronics,216,20,519
2025-10-03,Store_02,Clothing,511,15,585
2025-10-03,Store_02,Grocery,408,47,1920
2025-10-03,Store_02,Home,248,9,1224
2025-10-03,Store_02,Beauty,263,17,1890
2025-10-03,Store_03,Electronics,158,44,1103
2025-10-03,Store_03,Clothing,461,23,610
2025-10-03,Store_03,Grocery,334,19,1573
2025-10-03,Store_03,Home,504,23,1397
2025-10-03,Store_03,Beauty,284,47,862
2025-10-04,Store_01,Electronics,332,49,650
2025-10-04,Store_01,Clothing,597,45,882
2025-10-04,Store_01,Grocery,315,11,507
2025-10-04,Store_01,Home,508,9,1389
2025-10-04,Store_01,Beauty,343,40,1407
2025-10-04,Store_02,Electronics,514,9,1844
2025-10-04,Store_02,Clothing,234,12,913
2025-10-04,Store_02,Grocery,231,40,854
2025-10-04,Store_02,Home,472,46,815
2025-10-04,Store_02,Beauty,164,36,1488
2025-10-04,Store_03,Electronics,441,12,818
2025-10-04,Store_03,Clothing,423,26,1010
2025-10-04,Store_03,Grocery,479,40,1055
2025-10-04,Store_03,Home,532,24,1855
2025-10-04,Store_03,Beauty,293,29,1518
2025-10-05,Store_01,Electronics,443,44,1591
2025-10-05,Store_01,Clothing,412,21,640
2025-10-05,Store_01,Grocery,488,16,1736
2025-10-05,Store_01,Home,476,26,1995
2025-10-05,Store_01,Beauty,205,46,1466
2025-10-05,Store_02,Electronics,187,30,770
2025-10-05,Store_02,Clothing,492,22,1567
2025-10-05,Store_02,Grocery,326,15,1261
2025-10-05,Store_02,Home,496,14,1106
2025-10-05,Store_02,Beauty,538,21,1336
2025-10-05,Store_03,Electronics,593,44,568
2025-10-05,Store_03,Clothing,459,48,1622
2025-10-05,Store_03,Grocery,525,40,1072
2025-10-05,Store_03,Home,399,29,1602
2025-10-05,Store_03,Beauty,561,13,547
2025-10-06,Store_01,Electronics,185,11,1532
2025-10-06,Store_01,Clothing,351,9,502
2025-10-06,Store_01,Grocery,371,34,1226
2025-10-06,Store_01,Home,549,16,1228
2025-10-06,Store_01,Beauty,165,42,1785
2025-10-06,Store_02,Electronics,538,50,1535
2025-10-06,Store_02,Clothing,493,23,613
2025-10-06,Store_02,Grocery,423,46,1727
2025-10-06,Store_02,Home,535,29,1474
2025-10-06,Store_02,Beauty,441,9,1198
2025-10-06,Store_03,Electronics,265,45,549
2025-10-06,Store_03,Clothing,284,49,1552
2025-10-06,Store_03,Grocery,331,39,804
2025-10-06,Store_03,Home,347,5,1492
2025-10-06,Store_03,Beauty,449,20,1111
2025-10-07,Store_01,Electronics,484,34,964
2025-10-07,Store_01,Clothing,523,41,627
2025-10-07,Store_01,Grocery,260,47,555
2025-10-07,Store_01,Home,484,26,1653
2025-10-07,Store_01,Beauty,252,9,521
2025-10-07,Store_02,Electronics,496,41,1398
2025-10-07,Store_02,Clothing,542,28,506
2025-10-07,Store_02,Grocery,533,17,1331
2025-10-07,Store_02,Home,269,39,1903
2025-10-07,Store_02,Beauty,331,15,1446
2025-10-07,Store_03,Electronics,174,38,1626
2025-10-07,Store_03,Clothing,157,14,1216
2025-10-07,Store_03,Grocery,216,43,940
2025-10-07,Store_03,Home,445,21,1363
2025-10-07,Store_03,Beauty,419,44,697
2025-10-08,Store_01,Electronics,536,8,1288
2025-10-08,Store_01,Clothing,254,25,550
2025-10-08,Store_01,Grocery,476,32,1389
2025-10-08,Store_01,Home,542,8,1072
2025-10-08,Store_01,Beauty,304,41,1801
2025-10-08,Store_02,Electronics,498,17,1064
2025-10-08,Store_02,Clothing,528,50,1565
2025-10-08,Store_02,Grocery,484,18,1576
2025-10-08,Store_02,Home,422,31,1253
2025-10-08,Store_02,Beauty,463,29,1002
2025-10-08,Store_03,Electronics,203,46,1258
2025-10-08,Store_03,Clothing,317,29,1498
2025-10-08,Store_03,Grocery,386,43,1342
2025-10-08,Store_03,Home,151,17,651
2025-10-08,Store_03,Beauty,520,16,1693
2025-10-09,Store_01,Electronics,474,41,661
2025-10-09,Store_01,Clothing,362,32,1557
2025-10-09,Store_01,Grocery,549,23,925
2025-10-09,Store_01,Home,186,42,1172
2025-10-09,Store_01,Beauty,275,37,556
2025-10-09,Store_02,Electronics,599,21,1326
2025-10-09,Store_02,Clothing,409,7,1588
2025-10-09,Store_02,Grocery,346,11,1927
2025-10-09,Store_02,Home,415,18,1841
2025-10-09,Store_02,Beauty,156,15,1179
2025-10-09,Store_03,Electronics,423,11,1397
2025-10-09,Store_03,Clothing,259,18,582
