date,store_id,sku,quantity,total_revenue,total_cost,checkout_time_min,queue_length,customer_id,delay_cost_est
2024-06-30,S4,P49,4,1627.96,1101.24,8.90062579914908,10,C205,81.39800000000001
2024-03-13,S3,P31,4,966.36,731.04,4.492888618097415,1,C1307,0.0
2024-03-14,S1,P12,2,693.32,551.84,8.84945036772556,12,C296,34.666000000000004
2024-01-06,S5,P51,1,220.29,137.81,7.359782695740406,2,C1819,11.0145
2024-02-06,S5,P27,3,577.11,464.58,4.031629313024374,13,C1632,0.0
2024-11-07,S2,P35,3,2311.71,1458.51,6.609829903831518,6,C1590,115.58550000000001
2024-05-17,S3,P137,4,1361.44,895.2,8.671873758122072,12,C533,68.072
2024-09-13,S3,P14,1,19.4,12.71,5.587813602107842,12,C445,0.97
2024-07-25,S4,P129,2,584.46,383.22,3.1573817041820025,12,C208,0.0
2024-09-10,S5,P45,1,218.62,169.72,7.324644693606282,4,C1470,10.931000000000001
2024-03-26,S1,P187,4,2240.76,1438.16,3.321455561082105,11,C2220,0.0
2024-04-01,S4,P162,3,1118.79,730.02,5.622700455357859,3,C2990,55.9395
2024-08-08,S4,P180,1,378.89,256.67,1.1070804902064006,11,C1098,0.0
2024-12-07,S1,P18,1,495.24,337.73,6.161496264416944,1,C2526,24.762
2024-05-04,S4,P192,3,1328.28,902.58,7.194099496020845,4,C1297,66.414
2024-06-27,S3,P95,1,109.51,87.74,6.948764385847082,1,C1328,5.4755
2024-10-11,S1,P45,4,874.48,678.88,1.2134472427521157,5,C2532,0.0
2024-02-07,S1,P173,2,314.16,255.34,7.994673184956486,10,C725,15.708000000000002
2024-06-04,S3,P70,1,566.61,427.06,2.4029262777682514,0,C684,0.0
2024-09-28,S1,P148,3,420.87,269.04,2.7971688355136126,3,C1076,0.0
2024-05-21,S2,P114,2,556.56,353.98,1.501619738512619,6,C46,0.0
2024-02-16,S4,P184,1,697.8,493.27,2.619066868613549,13,C2683,0.0
2024-03-23,S5,P10,4,171.12,128.64,6.624302228096108,13,C1952,8.556000000000001
2024-06-26,S4,P32,3,829.5,643.59,6.571837857440077,5,C2647,41.475
2024-09-23,S1,P93,1,384.99,263.18,3.6361517203155618,12,C500,0.0
2024-07-05,S2,P47,2,576.38,409.62,4.188391491948632,4,C1336,0.0
2024-10-28,S2,P51,4,881.16,551.24,7.10898385168386,0,C618,44.058
2024-07-07,S1,P107,1,236.87,194.86,4.892026236446924,14,C1017,0.0
2024-07-28,S1,P186,2,914.06,752.52,3.2830251320952684,9,C1278,0.0
2024-01-29,S4,P38,1,35.04,26.19,7.048945603123882,6,C2831,1.752
2024-04-19,S5,P198,3,486.27,361.23,5.183838371389093,9,C283,24.3135
2024-04-13,S1,P178,3,656.0699999999999,540.99,4.595558277345079,7,C2958,0.0
2024-03-08,S3,P184,1,697.8,493.27,1.493085222324224,10,C269,0.0
2024-06-03,S5,P85,4,253.04,207.28,2.9404815677397136,6,C713,0.0
2024-07-11,S2,P43,2,1246.0,820.1,6.397337228596702,7,C1487,62.300000000000004
2024-07-10,S3,P128,3,1014.69,784.5899999999999,3.1443617200593703,2,C2590,0.0
2024-04-05,S3,P83,4,933.08,745.96,4.527605261279369,6,C2615,0.0
2024-05-08,S4,P147,2,493.26,323.34,3.4533485774198684,2,C640,0.0
2024-12-08,S3,P96,1,74.36,56.14,5.914414660223042,0,C2345,3.718
2024-05-02,S1,P71,1,312.77,203.4,6.393624239981272,4,C1254,15.6385
2024-07-29,S5,P13,2,1489.5,987.14,6.527036390162027,6,C725,74.47500000000001
2024-08-05,S4,P105,4,2553.52,1885.28,2.1277080676549827,3,C1048,0.0
2024-05-24,S2,P115,3,991.17,660.63,3.433765693620193,2,C606,0.0
2024-11-23,S1,P30,2,165.08,127.86,7.266075341717293,4,C1736,8.254000000000001
2024-01-10,S2,P163,1,650.8,410.03,3.22430563027264,14,C361,0.0
2024-09-30,S3,P58,1,509.86,349.03,5.202923085116334,2,C1833,25.493000000000002
2024-01-26,S3,P17,4,1140.24,920.92,8.675511158669295,6,C2353,57.012
2024-06-30,S4,P110,3,1404.36,1048.56,2.7951279929574344,11,C1012,0.0
2024-05-21,S2,P51,4,881.16,551.24,5.791588185042217,0,C1259,44.058
2024-10-13,S5,P27,4,769.48,619.44,9.771482897769175,0,C1801,38.474000000000004
2024-03-18,S2,P79,3,711.39,526.86,9.959943382656125,9,C2275,35.5695
2024-05-06,S5,P44,4,1531.68,1036.08,9.851684689227715,6,C2113,76.584
2024-03-02,S1,P117,1,265.01,200.91,8.657023443676138,9,C1162,13.2505
2024-02-13,S5,P135,2,1076.62,751.12,7.017295767024517,8,C1086,53.830999999999996
2024-01-20,S2,P15,1,553.94,367.21,7.149732873436193,12,C2064,27.697000000000003
2024-08-16,S1,P184,4,2791.2,1973.08,8.140103450748782,4,C2200,139.56
2024-09-19,S3,P195,2,522.24,391.2,7.936557537759093,12,C1078,26.112000000000002
2024-10-03,S5,P46,3,671.9399999999999,542.55,9.282702435154732,10,C801,33.597
2024-07-04,S1,P90,1,478.66,351.03,8.807619184314284,7,C721,23.933000000000003
2024-09-28,S3,P26,4,2175.8,1401.76,6.941553774822612,13,C1404,108.79000000000002
2024-08-06,S4,P29,4,2528.72,1622.6,7.831818652564244,1,C1335,126.43599999999999
2024-12-12,S4,P88,2,564.26,410.84,2.4689987735013887,5,C2394,0.0
2024-01-12,S1,P36,2,904.16,718.02,5.903016538330897,12,C1129,45.208
2024-12-02,S3,P95,4,438.04,350.96,4.541434040067488,4,C1623,0.0
2024-12-27,S4,P19,1,206.0,144.61,8.94356447696357,6,C1526,10.3
2024-11-09,S1,P138,2,857.92,537.14,3.941620274176441,11,C1997,0.0
2024-07-06,S2,P87,3,2059.86,1464.51,3.0080346268480014,0,C1250,0.0
2024-07-24,S5,P143,2,675.58,466.54,9.290935900956567,12,C5,33.779
2024-06-14,S3,P185,2,378.1,251.4,9.42572387003689,11,C2745,18.905
2024-02-27,S1,P176,4,2498.08,1797.72,3.85379908546713,12,C181,0.0
2024-01-05,S1,P65,2,727.54,509.2,9.666822232587444,6,C1670,36.377
2024-01-06,S1,P56,3,1191.93,883.6200000000001,6.263380329880265,6,C1395,59.596500000000006
2024-11-05,S5,P43,4,2492.0,1640.2,1.5841602659320284,13,C1482,0.0
2024-11-11,S2,P31,4,966.36,731.04,3.9453163632969774,8,C1617,0.0
2024-03-01,S4,P51,2,440.58,275.62,7.517852404263541,11,C2480,22.029
2024-08-23,S5,P44,3,1148.76,777.06,8.848993679137244,3,C2351,57.438
2024-11-25,S5,P65,1,363.77,254.6,8.286870988634067,7,C1968,18.1885
2024-02-24,S4,P90,3,1435.98,1053.09,7.035452287492109,0,C1377,71.799
2024-09-12,S1,P171,2,654.62,502.28,4.495670504847567,14,C1803,0.0
2024-03-04,S4,P200,3,1548.03,1268.19,6.183194206756568,2,C2411,77.4015
2024-02-14,S2,P66,4,2761.12,1989.32,9.23540613530188,8,C2854,138.056
2024-05-22,S5,P112,1,145.45,96.95,8.468809499302264,10,C1525,7.2725
2024-06-28,S3,P101,4,1446.96,1022.04,7.6843309433741345,5,C13,72.348
2024-09-19,S4,P61,2,150.6,111.8,2.063771294634869,6,C2128,0.0
2024-03-06,S3,P111,4,159.68,116.8,4.797724425478675,14,C2771,0.0
2024-10-11,S5,P12,2,693.32,551.84,1.2748778033476451,3,C239,0.0
2024-12-02,S2,P133,3,64.77,46.68,4.769835960214425,2,C1927,0.0
2024-12-21,S2,P142,3,2177.94,1375.41,2.1929390119438694,0,C603,0.0
2024-07-02,S4,P59,3,79.08,56.58,2.5077743947384885,11,C2470,0.0
2024-10-30,S2,P96,1,74.36,56.14,6.153706981447943,10,C1812,3.718
2024-06-11,S2,P127,1,318.14,204.36,5.496059403414312,3,C2572,15.907
2024-10-24,S2,P111,2,79.84,58.4,6.450208093276854,12,C263,3.9920000000000004
2024-03-12,S3,P131,1,332.42,246.02,4.083502334153261,5,C2564,0.0
2024-09-26,S1,P38,2,70.08,52.38,1.203594014143906,6,C1232,0.0
2024-06-02,S1,P164,2,832.64,598.16,5.303488269490224,9,C2143,41.632000000000005
2024-12-22,S2,P98,1,249.03,179.69,5.826968427574955,10,C2227,12.451500000000001
2024-02-18,S1,P25,1,351.72,274.52,9.217297882484116,5,C830,17.586000000000002
2024-02-23,S2,P187,4,2240.76,1438.16,3.4856766093300307,1,C2811,0.0
2024-07-06,S3,P198,2,324.18,240.82,3.3997478773817096,12,C752,0.0
2024-06-13,S1,P69,1,563.97,427.97,1.6490118761871668,9,C1085,0.0
2024-09-18,S3,P121,4,1735.36,1220.8,1.157974458024809,11,C2322,0.0
2024-09-17,S3,P117,2,530.02,401.82,9.904195136147672,3,C662,26.501
2024-07-11,S4,P28,2,319.9,234.08,1.879326709148334,12,C1691,0.0
2024-08-25,S2,P166,4,2619.12,1810.16,5.431740527156922,10,C1649,130.956
2024-06-23,S5,P150,2,156.78,101.1,3.768825921569572,2,C2061,0.0
2024-02-11,S4,P68,1,348.76,219.81,2.104668518130845,4,C1761,0.0
2024-04-12,S4,P117,3,795.03,602.73,1.14061400053044,4,C1192,0.0
2024-09-01,S4,P129,1,292.23,191.61,7.212337676137727,6,C1752,14.611500000000001
2024-05-18,S5,P164,2,832.64,598.16,5.495515929990593,3,C1098,41.632000000000005
2024-10-10,S3,P159,1,143.67,110.47,1.6132083739883532,3,C921,0.0
2024-06-07,S4,P191,2,425.46,340.94,1.081286262465854,14,C933,0.0
2024-08-07,S4,P171,1,327.31,251.14,5.124389341571275,2,C2783,16.3655
2024-10-07,S3,P80,4,1425.0,1173.44,2.395537492711721,8,C241,0.0
2024-06-18,S4,P7,2,708.04,555.78,6.14373579133632,14,C649,35.402
2024-10-13,S4,P49,1,406.99,275.31,4.8445731070570845,4,C592,0.0
2024-08-25,S3,P144,1,141.57,102.18,6.390118006216884,5,C602,7.0785
2024-07-21,S1,P179,3,1094.88,815.61,8.361827649361139,3,C1850,54.74400000000001
2024-01-20,S5,P18,4,1980.96,1350.92,1.418860356084766,13,C2753,0.0
2024-06-14,S3,P78,3,1612.2599999999998,1061.88,9.65660864074151,9,C240,80.613
2024-12-05,S2,P14,2,38.8,25.42,6.969932720935008,5,C2803,1.94
2024-06-05,S2,P52,3,1693.17,1327.47,5.681495656218631,14,C2683,84.6585
2024-11-22,S3,P78,4,2149.68,1415.84,1.6902929495360772,5,C704,0.0
2024-11-12,S1,P123,1,779.01,487.38,8.826127704483815,8,C545,38.950500000000005
2024-03-13,S3,P72,1,57.12,44.5,9.695046902434791,10,C2967,2.856
2024-01-25,S3,P151,4,495.44,363.08,9.53973685160022,13,C2716,24.772000000000002
2024-12-14,S1,P51,4,881.16,551.24,3.3169779561018893,12,C2376,0.0
2024-07-30,S2,P24,2,881.02,701.6,1.236744942429242,8,C2789,0.0
2024-04-26,S5,P186,4,1828.12,1505.04,7.43430813779012,7,C283,91.406
2024-11-14,S2,P36,3,1356.24,1077.03,8.045283124475247,4,C1496,67.812
2024-09-07,S1,P7,1,354.02,277.89,3.567874251592336,9,C1768,0.0
2024-07-06,S4,P72,3,171.36,133.5,6.628692267991069,5,C1479,8.568000000000001
2024-05-21,S5,P197,2,540.86,343.74,6.485047825422463,11,C2234,27.043000000000003
2024-08-08,S5,P3,1,536.81,406.11,9.170758784561482,10,C990,26.8405
2024-10-18,S2,P28,1,159.95,117.04,3.0692459815324757,13,C2798,0.0
2024-12-31,S4,P85,2,126.52,103.64,6.740507833138632,5,C1111,6.3260000000000005
2024-01-17,S4,P192,3,1328.28,902.58,9.73691851728472,3,C2009,66.414
2024-04-28,S3,P10,4,171.12,128.64,8.449400717320668,3,C2865,8.556000000000001
2024-08-28,S5,P61,3,225.9,167.7,5.163835304033848,0,C2489,11.295000000000002
2024-12-06,S4,P22,2,891.5,716.44,6.620379004968586,2,C875,44.575
2024-05-15,S1,P17,2,570.12,460.46,8.375684108943423,5,C986,28.506
2024-05-04,S5,P111,4,159.68,116.8,9.474888477636016,8,C293,7.984000000000001
2024-06-26,S4,P54,3,971.37,624.63,2.582644020435452,3,C181,0.0
2024-10-19,S5,P68,1,348.76,219.81,6.313437271015286,12,C338,17.438
2024-08-10,S4,P107,2,473.74,389.72,6.123620142740263,9,C1254,23.687
2024-08-17,S4,P128,4,1352.92,1046.12,3.311226793407273,3,C597,0.0
2024-06-08,S1,P38,3,105.12,78.57000000000001,3.3353893663826764,14,C1354,0.0
2024-03-04,S4,P22,1,445.75,358.22,8.302093274044223,3,C1784,22.2875
2024-12-05,S4,P3,2,1073.62,812.22,8.09127583638529,4,C2154,53.681
2024-12-01,S5,P99,1,53.0,33.55,3.693880234284535,0,C252,0.0
2024-05-31,S2,P191,1,212.73,170.47,6.016704918822054,11,C222,10.6365
2024-09-04,S4,P172,1,684.86,490.22,4.811455349450814,3,C2614,0.0
2024-04-11,S4,P157,1,656.01,457.45,3.691079760196173,2,C2117,0.0
2024-10-26,S5,P143,3,1013.37,699.8100000000001,2.773873131931785,8,C388,0.0
2024-10-26,S2,P45,1,218.62,169.72,6.889939441120728,10,C2622,10.931000000000001
2024-08-09,S4,P141,1,475.81,351.49,8.410355790027785,6,C2178,23.7905
2024-09-08,S5,P23,3,110.85,76.19999999999999,6.826927323599684,8,C554,5.5425
2024-06-05,S4,P199,1,133.27,101.42,6.994187456252564,13,C1236,6.663500000000001
2024-06-11,S2,P89,1,169.3,132.92,8.451202423901641,4,C1299,8.465000000000002
2024-07-15,S5,P22,2,891.5,716.44,5.465380953557744,5,C2400,44.575
2024-07-19,S4,P45,1,218.62,169.72,2.615676404886787,3,C2751,0.0
2024-03-03,S4,P133,1,21.59,15.56,7.86861096542547,11,C2867,1.0795000000000001
2024-03-13,S1,P30,1,82.54,63.93,5.919667798031025,12,C1186,4.127000000000001
2024-02-05,S3,P94,4,1793.12,1470.88,9.267702242480556,2,C2941,89.656
2024-08-18,S1,P111,4,159.68,116.8,4.540945269107915,12,C351,0.0
2024-01-22,S3,P189,4,1016.44,818.44,5.186217716700106,12,C1880,50.822
2024-09-06,S4,P62,4,823.52,518.2,3.5841750242807526,11,C2175,0.0
2024-10-12,S4,P140,4,1882.84,1273.64,1.4366081832206683,9,C2237,0.0
2024-07-01,S3,P160,2,1323.46,880.66,3.864466228927145,2,C606,0.0
2024-04-19,S5,P190,1,26.35,19.83,9.482378251238885,14,C1082,1.3175000000000001
2024-06-03,S5,P37,1,223.84,140.72,4.327807347386574,13,C2068,0.0
2024-10-17,S4,P21,3,490.86,376.89,5.718948701670379,13,C2751,24.543000000000003
2024-10-15,S3,P133,2,43.18,31.12,3.123520992034811,5,C2857,0.0
2024-10-20,S3,P169,4,1184.04,817.24,6.652742764445207,13,C1236,59.202
2024-09-04,S4,P166,1,654.78,452.54,3.038352845355072,11,C1261,0.0
2024-04-26,S4,P22,1,445.75,358.22,4.444670672778846,2,C2802,0.0
2024-07-30,S4,P156,3,1479.93,1046.82,5.5369803492964085,7,C39,73.99650000000001
2024-02-23,S3,P123,4,3116.04,1949.52,3.30456497883684,10,C2660,0.0
2024-11-19,S3,P166,3,1964.34,1357.62,1.597185919459247,0,C558,0.0
2024-01-27,S2,P67,2,461.68,382.76,1.8739886941194996,11,C345,0.0
2024-09-17,S1,P16,2,1030.52,658.06,9.43501399823372,2,C809,51.526
2024-01-25,S1,P83,1,233.27,186.49,1.8938895830358995,3,C2645,0.0
2024-09-06,S4,P164,4,1665.28,1196.32,4.119902199526285,9,C1697,0.0
2024-03-14,S1,P33,4,1106.72,701.72,8.752928171349396,10,C1466,55.336000000000006
2024-05-16,S4,P93,4,1539.96,1052.72,2.061139303097138,13,C70,0.0
2024-06-14,S2,P128,4,1352.92,1046.12,2.3696498187691426,3,C28,0.0
2024-01-29,S4,P16,2,1030.52,658.06,8.353297244983024,14,C1156,51.526
2024-05-12,S3,P125,2,1429.9,969.28,6.83422140291474,5,C2603,71.495
2024-05-24,S4,P98,2,498.06,359.38,2.236907203766318,11,C785,0.0
2024-01-18,S2,P95,3,328.53000000000003,263.22,4.213501881832489,4,C494,0.0
2024-12-24,S2,P177,4,507.08,416.88,6.914592422604701,5,C472,25.354
2024-03-20,S3,P28,3,479.85,351.12,4.059509182528185,14,C2322,0.0
2024-04-22,S4,P100,3,498.75,413.52,4.397914491482146,6,C890,0.0
2024-04-15,S1,P189,2,508.22,409.22,2.1483856614964427,7,C166,0.0
2024-05-26,S1,P35,2,1541.14,972.34,5.522502205165549,3,C1014,77.05700000000002
2024-01-28,S4,P99,4,212.0,134.2,3.426666651665247,3,C856,0.0
2024-09-23,S3,P160,4,2646.92,1761.32,9.357557247904976,8,C2810,132.346
2024-03-14,S3,P196,2,798.62,615.4,3.841766813251209,1,C1290,0.0
2024-11-28,S2,P74,2,1068.58,851.7,7.20750147081993,9,C899,53.429
2024-12-04,S3,P103,3,1467.96,965.52,3.2289301092619094,11,C1378,0.0
2024-07-02,S4,P195,1,261.12,195.6,5.331488045663164,7,C909,13.056000000000001
2024-11-20,S4,P133,4,86.36,62.24,8.864858373863195,3,C479,4.3180000000000005
2024-07-28,S5,P90,3,1435.98,1053.09,5.543340890383907,2,C1848,71.799
2024-05-07,S5,P92,2,313.52,199.2,5.595542545191607,5,C422,15.676
2024-05-10,S1,P21,4,654.48,502.52,7.904393853674591,11,C1322,32.724000000000004
2024-10-05,S5,P40,3,1211.1,842.76,1.796718189212045,11,C1570,0.0
2024-07-29,S2,P173,3,471.24,383.01,5.481700951961003,1,C974,23.562
2024-11-24,S2,P156,1,493.31,348.94,5.414881451182053,11,C733,24.6655
2024-08-14,S4,P147,3,739.89,485.01,6.473040200201426,9,C2868,36.9945
2024-02-14,S3,P91,3,337.95000000000005,259.95000000000005,2.3196994630508803,8,C1125,0.0
2024-05-07,S1,P88,1,282.13,205.42,9.289845194641284,2,C1045,14.1065
2024-03-05,S4,P134,3,255.21,204.66,1.6581976180169256,6,C2464,0.0
2024-04-22,S3,P119,1,291.06,183.9,2.3274488267793725,0,C1824,0.0
2024-04-05,S2,P134,3,255.21,204.66,8.838541776879602,9,C1941,12.7605
2024-01-06,S3,P61,3,225.9,167.7,5.639927218151335,7,C406,11.295000000000002
2024-06-25,S4,P121,3,1301.52,915.6,2.116726128791704,3,C1613,0.0
2024-12-03,S4,P50,3,457.47,287.19,5.818744507295218,6,C727,22.873500000000003
2024-06-03,S1,P33,4,1106.72,701.72,4.580777171783756,11,C2533,0.0
2024-07-22,S4,P169,1,296.01,204.31,2.105601948659078,13,C1318,0.0
2024-09-29,S3,P180,1,378.89,256.67,4.501274424264118,11,C239,0.0
2024-04-06,S5,P26,2,1087.9,700.88,2.206718367008133,7,C2849,0.0
2024-11-13,S1,P157,3,1968.03,1372.35,8.780470566642299,14,C1105,98.4015
2024-05-09,S3,P83,4,933.08,745.96,8.408205167339666,2,C2154,46.654
2024-03-16,S4,P62,2,411.76,259.1,3.095113853378812,10,C408,0.0
2024-10-25,S1,P156,2,986.62,697.88,5.571013852234577,14,C1321,49.331
2024-08-04,S1,P97,3,83.13,55.23,8.392213278345723,8,C2075,4.1565
2024-10-15,S5,P175,2,824.82,648.06,7.012542616290661,8,C1544,41.24100000000001
2024-01-09,S2,P51,1,220.29,137.81,6.244562433252793,1,C2229,11.0145
2024-11-10,S5,P28,1,159.95,117.04,3.833676412654445,3,C531,0.0
2024-12-29,S3,P14,1,19.4,12.71,1.0859749895527218,4,C700,0.0
2024-04-23,S3,P194,2,812.82,566.58,8.189877726146403,6,C505,40.641000000000005
2024-11-29,S3,P197,2,540.86,343.74,8.844866931149395,5,C2178,27.043000000000003
2024-02-14,S2,P26,3,1631.85,1051.32,5.998813780798964,11,C2017,81.5925
2024-03-10,S1,P159,2,287.34,220.94,9.11162113834457,3,C2616,14.366999999999999
2024-10-06,S3,P72,2,114.24,89.0,8.033433933755076,14,C722,5.712
2024-08-08,S2,P177,4,507.08,416.88,8.123767840643135,3,C1270,25.354
2024-02-29,S2,P150,4,313.56,202.2,9.281068562712134,1,C1805,15.678
2024-01-27,S1,P19,3,618.0,433.83,6.88736224683338,12,C402,30.900000000000002
2024-02-15,S5,P157,2,1312.02,914.9,8.461054518754414,10,C2169,65.601
2024-07-10,S5,P134,4,340.28,272.88,2.606418184081021,7,C844,0.0
2024-02-04,S2,P10,2,85.56,64.32,7.839452341111246,3,C1746,4.2780000000000005
2024-11-08,S5,P17,2,570.12,460.46,6.962493351363681,11,C1537,28.506
2024-12-26,S4,P184,1,697.8,493.27,8.564304232028999,13,C2137,34.89
2024-03-12,S4,P28,4,639.8,468.16,3.636576164243594,13,C967,0.0
2024-12-13,S2,P36,4,1808.32,1436.04,8.195820774886869,8,C489,90.416
2024-01-18,S4,P13,4,2979.0,1974.28,3.526753615568192,3,C930,0.0
2024-09-25,S2,P25,3,1055.16,823.56,1.9921397991386771,0,C1680,0.0
2024-11-13,S2,P168,4,2427.04,1812.16,8.658347013412993,10,C1548,121.352
2024-03-11,S5,P95,2,219.02,175.48,1.178430965869862,5,C1387,0.0
2024-01-26,S1,P113,3,1383.09,1105.53,5.828702695234992,12,C1958,69.1545
2024-03-03,S2,P116,2,188.98,121.06,9.11151989801513,6,C696,9.449
2024-10-30,S2,P137,1,340.36,223.8,7.75259669484063,6,C2484,17.018
2024-04-04,S2,P98,4,996.12,718.76,7.5731910643464175,13,C2736,49.806000000000004
2024-03-17,S5,P169,3,888.03,612.9300000000001,1.5610366900238013,1,C2397,0.0
2024-04-08,S4,P26,1,543.95,350.44,5.312357049555711,12,C933,27.197500000000005
2024-05-15,S1,P112,3,436.35,290.85,2.479946814419208,2,C168,0.0
2024-11-24,S3,P137,4,1361.44,895.2,6.350320867115674,0,C682,68.072
2024-03-15,S1,P32,4,1106.0,858.12,9.252088269564563,10,C2619,55.300000000000004
2024-09-30,S5,P167,2,895.96,615.92,7.9614419219092625,9,C1178,44.798
2024-08-11,S5,P152,1,391.16,245.38,1.285156949873924,4,C1763,0.0
2024-09-21,S2,P182,4,469.68,347.68,3.324498757475742,0,C343,0.0
2024-08-09,S3,P168,3,1820.28,1359.12,6.614473126380501,8,C1055,91.01400000000001
2024-11-09,S3,P191,1,212.73,170.47,6.478935570047691,8,C171,10.6365
2024-04-15,S5,P109,2,461.48,353.82,6.240988835751126,3,C1384,23.074
2024-05-10,S5,P104,4,1456.36,1163.8,9.77652056965542,8,C2092,72.818
2024-05-08,S2,P157,3,1968.03,1372.35,9.433011390526728,9,C890,98.4015
2024-03-07,S5,P113,4,1844.12,1474.04,2.214077186368923,12,C94,0.0
2024-11-10,S1,P118,4,229.36,144.84,6.518593634893202,1,C1630,11.468000000000002
2024-05-22,S3,P130,4,1608.28,1200.12,9.052364032265276,5,C1473,80.414
2024-06-02,S2,P94,4,1793.12,1470.88,4.894924579274016,0,C1903,0.0
2024-08-27,S3,P99,3,159.0,100.65,7.1575331301030864,9,C1589,7.95
2024-08-29,S1,P126,3,220.38,178.64999999999998,6.803028832826426,6,C931,11.019
2024-11-18,S5,P45,1,218.62,169.72,3.644577065226824,9,C2061,0.0
2024-10-27,S1,P85,1,63.26,51.82,9.394844102617512,8,C1488,3.1630000000000003
2024-01-15,S2,P7,1,354.02,277.89,4.066730841280441,13,C2912,0.0
2024-04-03,S5,P87,4,2746.48,1952.68,3.851235161574377,6,C2897,0.0
2024-05-28,S3,P51,3,660.87,413.43,7.724791956382693,5,C688,33.0435
2024-03-22,S1,P141,3,1427.43,1054.47,7.528623246874564,4,C1381,71.37150000000001
2024-02-20,S2,P73,1,110.67,78.64,7.537520089468442,13,C1932,5.5335
2024-12-02,S2,P123,1,779.01,487.38,6.954339101732295,8,C2135,38.950500000000005
2024-03-29,S1,P32,2,553.0,429.06,3.021595325005852,13,C1384,0.0
2024-02-06,S5,P56,1,397.31,294.54,8.79335028855268,9,C2785,19.8655
2024-04-26,S4,P6,2,298.32,198.6,5.437249052383703,12,C154,14.916
2024-08-09,S1,P142,2,1451.96,916.94,3.962358682739309,9,C2132,0.0
2024-06-29,S3,P131,3,997.26,738.0600000000001,5.977071294811415,3,C1177,49.863
